question,answer,source
<@U0SBPJ484> <@U029EUZTRGU> <@U01D0PQA64A> <@UF7LFC47M><@U030W8E5RMJ> 先ほど共有したのはこちらの資料です。前提、いずれもまだFixしておらず検討中のものなので、大方針レベルは5月中に決めて、各項目の基本方針を6月中に決める感じで動きます。  • <https://docs.google.com/spreadsheets/d/1Cz7B6hzvA97IzRk8nK8XKaojUHaWR5gdFenRV-a65xo/edit#gid=851975321|ディスカウントの裁量の整理> • <https://www.figma.com/board/EDdzmA8p0mcjizUQ2jv76g/%E4%BE%A1%E6%A0%BC%E4%BD%93%E7%B3%BB%E3%81%AE%E6%A4%9C%E8%A8%8E?node-id=0-1&amp;t=Rg9M5TDApqkGnoI5-0|価格体系の検討> • <https://docs.google.com/spreadsheets/d/1M-U4uEvCEYzwC203nZuCf1bIunjRM69BWfmI2bSei8E/edit#gid=0|契約項目の共通化・個別化の整理>,<@U0SBPJ484> <@U029EUZTRGU> <@U01D0PQA64A> <@UF7LFC47M><@U030W8E5RMJ> 先ほど共有したのはこちらの資料です。前提、いずれもまだFixしておらず検討中のものなので、大方針レベルは5月中に決めて、各項目の基本方針を6月中に決める感じで動きます。  • <https://docs.google.com/spreadsheets/d/1Cz7B6hzvA97IzRk8nK8XKaojUHaWR5gdFenRV-a65xo/edit#gid=851975321|ディスカウントの裁量の整理> • <https://www.figma.com/board/EDdzmA8p0mcjizUQ2jv76g/%E4%BE%A1%E6%A0%BC%E4%BD%93%E7%B3%BB%E3%81%AE%E6%A4%9C%E8%A8%8E?node-id=0-1&amp;t=Rg9M5TDApqkGnoI5-0|価格体系の検討> • <https://docs.google.com/spreadsheets/d/1M-U4uEvCEYzwC203nZuCf1bIunjRM69BWfmI2bSei8E/edit#gid=0|契約項目の共通化・個別化の整理>,Slack #pj-speeda-ops-and-system
<@U0SBPJ484> <@U029EUZTRGU> <@U01D0PQA64A> <@UF7LFC47M><@U030W8E5RMJ> 今日のスピーダ経営会議で、ディスカウントの裁量については先日共有した添付の方針で合意しました。もちろん、具体的に詰めていく中で変更はありえますが。  また、大企業に向けた契約跨ぎのケースがきちんと整理できていないので、今週と来週で竜さん・光岡さん・木部さんと、包括契約などの契約形態整理を進めます。 特に、①取引先が集中購買体制か否か、②取引先に全社IT部門が存在するか否か、③販売しようとしているプロダクトが他部署展開/全社展開を目指すものか否か、あたりを軸に、ユーザベースとしてどのように個社深耕を進めるのかをプレイブックに近い形で定義して、それに沿う形での契約体系を整理する想定です。,<@U0SBPJ484> <@U029EUZTRGU> <@U01D0PQA64A> <@UF7LFC47M><@U030W8E5RMJ> 今日のスピーダ経営会議で、ディスカウントの裁量については先日共有した添付の方針で合意しました。もちろん、具体的に詰めていく中で変更はありえますが。  また、大企業に向けた契約跨ぎのケースがきちんと整理できていないので、今週と来週で竜さん・光岡さん・木部さんと、包括契約などの契約形態整理を進めます。 特に、①取引先が集中購買体制か否か、②取引先に全社IT部門が存在するか否か、③販売しようとしているプロダクトが他部署展開/全社展開を目指すものか否か、あたりを軸に、ユーザベースとしてどのように個社深耕を進めるのかをプレイブックに近い形で定義して、それに沿う形での契約体系を整理する想定です。,Slack #pj-speeda-ops-and-system
<@U029EUZTRGU> 統合取引先マスタにリスクモンスターの与信診断結果って登録されていましたっけ？与信リスク管理の見直しを検討したく、登録されている場合どの項目を見ればいいか教えてもらえますか,<@U029EUZTRGU> 統合取引先マスタにリスクモンスターの与信診断結果って登録されていましたっけ？与信リスク管理の見直しを検討したく、登録されている場合どの項目を見ればいいか教えてもらえますか,Slack #pj-speeda-ops-and-system
<@UFV0JQ5N0> <@UF7LFC47M> たぶんSOで管理していると思うんですが、過去の貸倒実績の一覧（一覧が難しければ年次の合計金額）を共有してもらいたいんですが、可能でしょうか？,<@UFV0JQ5N0> <@UF7LFC47M> たぶんSOで管理していると思うんですが、過去の貸倒実績の一覧（一覧が難しければ年次の合計金額）を共有してもらいたいんですが、可能でしょうか？,Slack #pj-speeda-ops-and-system
メモ: 今日の定例で話すこと ・支払いサイクルの件 ・後払いの件 ・包括契約の件,メモ: 今日の定例で話すこと ・支払いサイクルの件 ・後払いの件 ・包括契約の件,Slack #pj-speeda-ops-and-system
<@UF7LFC47M> <@U029EUZTRGU> 先ほど共有した資料です。 • 支払いサイクル（<https://docs.google.com/spreadsheets/d/1XVB5eVJp1MmT03taXrbEXnWqUsN7M3RukPEgmuFohXw/edit#gid=722031688|シミュレーション>、<https://www.notion.so/uzabase/2024-06-11-3Q-3Q-Operations-_-50e06e492ce3431e8c22e60a7f2d5460|起案>） • 後払い（<https://docs.google.com/spreadsheets/d/1aUKwsAkb3lYToWF7jFBFww-QLdg2gN5YQVNOERL4_Rc/edit#gid=0|シミュレーション>） • 顧客の体制毎の契約体系（<https://www.figma.com/board/ZniWInsCqq0noZa2NpOojN/%E9%A1%A7%E5%AE%A2%E3%81%AE%E4%BD%93%E5%88%B6%E6%AF%8E%E3%81%AE%E6%9C%80%E7%B5%82%E7%9A%84%E3%81%AA%E5%A5%91%E7%B4%84%E4%BD%93%E7%B3%BB%E3%81%A8%E3%81%9D%E3%82%8C%E3%81%AB%E3%82%80%E3%81%91%E3%81%9F%E3%82%A2%E3%83%97%E3%83%AD%E3%83%BC%E3%83%81%E3%81%AE%E6%95%B4%E7%90%86?node-id=0-1&amp;t=hczCO5RsxhF1SnUx-0|ユースケース整理>、<https://docs.google.com/spreadsheets/d/1-8w0LjAV8qdFC-7pUDJUs7vy5UJupIpwaIHEeARh_z4/edit#gid=646090071|契約項目>）,<@UF7LFC47M> <@U029EUZTRGU> 先ほど共有した資料です。 • 支払いサイクル（<https://docs.google.com/spreadsheets/d/1XVB5eVJp1MmT03taXrbEXnWqUsN7M3RukPEgmuFohXw/edit#gid=722031688|シミュレーション>、<https://www.notion.so/uzabase/2024-06-11-3Q-3Q-Operations-_-50e06e492ce3431e8c22e60a7f2d5460|起案>） • 後払い（<https://docs.google.com/spreadsheets/d/1aUKwsAkb3lYToWF7jFBFww-QLdg2gN5YQVNOERL4_Rc/edit#gid=0|シミュレーション>） • 顧客の体制毎の契約体系（<https://www.figma.com/board/ZniWInsCqq0noZa2NpOojN/%E9%A1%A7%E5%AE%A2%E3%81%AE%E4%BD%93%E5%88%B6%E6%AF%8E%E3%81%AE%E6%9C%80%E7%B5%82%E7%9A%84%E3%81%AA%E5%A5%91%E7%B4%84%E4%BD%93%E7%B3%BB%E3%81%A8%E3%81%9D%E3%82%8C%E3%81%AB%E3%82%80%E3%81%91%E3%81%9F%E3%82%A2%E3%83%97%E3%83%AD%E3%83%BC%E3%83%81%E3%81%AE%E6%95%B4%E7%90%86?node-id=0-1&amp;t=hczCO5RsxhF1SnUx-0|ユースケース整理>、<https://docs.google.com/spreadsheets/d/1-8w0LjAV8qdFC-7pUDJUs7vy5UJupIpwaIHEeARh_z4/edit#gid=646090071|契約項目>）,Slack #pj-speeda-ops-and-system
<@U0SBPJ484> Snowflake→Data Cloud→Salesforceのデータ連携について、プロトタイプでもいいので実装できたら一度確認させてもらえますか？今後活用が増えると思うので、挙動を把握しておきたく。,<@U0SBPJ484> Snowflake→Data Cloud→Salesforceのデータ連携について、プロトタイプでもいいので実装できたら一度確認させてもらえますか？今後活用が増えると思うので、挙動を把握しておきたく。,Slack #pj-speeda-ops-and-system
<@U0SBPJ484> 上の話に関連するんですが、9月のSnowflake World Tourで30分登壇することになりました。 せっかくなのでそこでData Cloud連携の話も紹介しようかと思うんですが、システム連携図とかアーキテクチャーイメージって持っていますか？,<@U0SBPJ484> 上の話に関連するんですが、9月のSnowflake World Tourで30分登壇することになりました。 せっかくなのでそこでData Cloud連携の話も紹介しようかと思うんですが、システム連携図とかアーキテクチャーイメージって持っていますか？,Slack #pj-speeda-ops-and-system
<@U0SBPJ484> <@U029EUZTRGU> すみませんが東横線が結構遅れてて、9時からのミーティングの最初10分ほどカメラマイクオフで参加することになりそうです,<@U0SBPJ484> <@U029EUZTRGU> すみませんが東横線が結構遅れてて、9時からのミーティングの最初10分ほどカメラマイクオフで参加することになりそうです,Slack #pj-speeda-ops-and-system
<@U0SBPJ484> <@U029EUZTRGU> <@U030W8E5RMJ> <@UF7LFC47M> 昨日少し触れた基本方針について、アウトプット完了したので共有しますね。今後の予定のとおり、7月中に各所に共有したうえでFBをもらってFixしていこうと思います。  • 大きな論点をスピーダ経営会議で合意できたので、以下にアウトプットした     ◦ <https://www.notion.so/2024-7-0f089fdc00ba4350968520adeb3a3fcf?pvs=21|スピーダ事業として目指す大方針、価格体系の課題、対応方針(2024/7策定)> • 今後の予定     ◦ 【7月上旬】テーマを切り分けて<https://www.figma.com/board/p6s5fLMxSPULnADXTq3MPz/SalesDevelopment%E6%88%A6%E7%95%A5%E3%83%86%E3%83%BC%E3%83%9E?node-id=0-1&amp;t=r0MNxrgTLH9ebmo6-0|戦略テーマ>にアウトプットする     ◦ 【7月中】コーポレートの関係者に資料展開して説明会を実施。FBをもらって微修正する     ◦ 【7月中】スピーダ事業の関係者に資料展開して説明会を実施。FBをもらって微修正する     ◦ 【8月】IT戦略ガバナンス会議やプロダクト開発会議等に起案し、開発スケジュールに入れる,<@U0SBPJ484> <@U029EUZTRGU> <@U030W8E5RMJ> <@UF7LFC47M> 昨日少し触れた基本方針について、アウトプット完了したので共有しますね。今後の予定のとおり、7月中に各所に共有したうえでFBをもらってFixしていこうと思います。  • 大きな論点をスピーダ経営会議で合意できたので、以下にアウトプットした     ◦ <https://www.notion.so/2024-7-0f089fdc00ba4350968520adeb3a3fcf?pvs=21|スピーダ事業として目指す大方針、価格体系の課題、対応方針(2024/7策定)> • 今後の予定     ◦ 【7月上旬】テーマを切り分けて<https://www.figma.com/board/p6s5fLMxSPULnADXTq3MPz/SalesDevelopment%E6%88%A6%E7%95%A5%E3%83%86%E3%83%BC%E3%83%9E?node-id=0-1&amp;t=r0MNxrgTLH9ebmo6-0|戦略テーマ>にアウトプットする     ◦ 【7月中】コーポレートの関係者に資料展開して説明会を実施。FBをもらって微修正する     ◦ 【7月中】スピーダ事業の関係者に資料展開して説明会を実施。FBをもらって微修正する     ◦ 【8月】IT戦略ガバナンス会議やプロダクト開発会議等に起案し、開発スケジュールに入れる,Slack #pj-speeda-ops-and-system
<@U0SBPJ484> <@U029EUZTRGU> <@U030W8E5RMJ> <@U01D0PQA64A> <@UK0L8S881> スピーダ事業としてBig Deal創出や複数プロダクト販売などを広げていくための基本方針の策定を進めています。スピーダ経営会議メンバーとは目線合わせたので、次にセールスシステムPJのコアメンバー向けに展開してFBをもらいたく、来週30分のミーティングを設定させてください。  事前に以下の資料を読んでいただき（これは必須にしたい）、FBがあればDBに記載しておいてもらえると時間が有効に使えるので非常に助かります。記載していることが分かりづらい・分からない、などもFBください。  ■スピーダ事業として目指す大方針、価格体系の課題、対応方針(2024/7策定) <https://www.notion.so/uzabase/2024-7-0f089fdc00ba4350968520adeb3a3fcf> ※時間が無くてToBeのサマリだけ見たい場合にはこちら（<https://www.notion.so/uzabase/2024-7-0f089fdc00ba4350968520adeb3a3fcf#55b2018ac5444c6f85472602ab980454|URL>）  ■FB用のDBはこちら <https://www.notion.so/uzabase/7a4fb97c79e645f9885d64cde7a1ae89?v=305c24e8aef041a78b34224d324826d4>,<@U0SBPJ484> <@U029EUZTRGU> <@U030W8E5RMJ> <@U01D0PQA64A> <@UK0L8S881> スピーダ事業としてBig Deal創出や複数プロダクト販売などを広げていくための基本方針の策定を進めています。スピーダ経営会議メンバーとは目線合わせたので、次にセールスシステムPJのコアメンバー向けに展開してFBをもらいたく、来週30分のミーティングを設定させてください。  事前に以下の資料を読んでいただき（これは必須にしたい）、FBがあればDBに記載しておいてもらえると時間が有効に使えるので非常に助かります。記載していることが分かりづらい・分からない、などもFBください。  ■スピーダ事業として目指す大方針、価格体系の課題、対応方針(2024/7策定) <https://www.notion.so/uzabase/2024-7-0f089fdc00ba4350968520adeb3a3fcf> ※時間が無くてToBeのサマリだけ見たい場合にはこちら（<https://www.notion.so/uzabase/2024-7-0f089fdc00ba4350968520adeb3a3fcf#55b2018ac5444c6f85472602ab980454|URL>）  ■FB用のDBはこちら <https://www.notion.so/uzabase/7a4fb97c79e645f9885d64cde7a1ae89?v=305c24e8aef041a78b34224d324826d4>,Slack #pj-speeda-ops-and-system
<@U029EUZTRGU> <@U01D0PQA64A> <@UK0L8S881> <@U030W8E5RMJ> <@U0SBPJ484> 説明会の参加ありがとうございました。FBへの記載があったものについては、回答を記載したので確認していただければと。他にも質問や提案などあればいつでも記載してください。 <https://www.notion.so/uzabase/7a4fb97c79e645f9885d64cde7a1ae89?v=305c24e8aef041a78b34224d324826d4>,<@U029EUZTRGU> <@U01D0PQA64A> <@UK0L8S881> <@U030W8E5RMJ> <@U0SBPJ484> 説明会の参加ありがとうございました。FBへの記載があったものについては、回答を記載したので確認していただければと。他にも質問や提案などあればいつでも記載してください。 <https://www.notion.so/uzabase/7a4fb97c79e645f9885d64cde7a1ae89?v=305c24e8aef041a78b34224d324826d4>,Slack #pj-speeda-ops-and-system
<@U0SBPJ484> <@U029EUZTRGU> 今日のステコミの資料を確認したんですが、口頭で説明していない箇所が半分くらいありますね。これはステコミメンバー（張替、太田、王）で確認するものでしょうか？それとも、別途ステコミを開催しますか？,<@U0SBPJ484> <@U029EUZTRGU> 今日のステコミの資料を確認したんですが、口頭で説明していない箇所が半分くらいありますね。これはステコミメンバー（張替、太田、王）で確認するものでしょうか？それとも、別途ステコミを開催しますか？,Slack #pj-speeda-ops-and-system
<@U029EUZTRGU> 開発会議への起案要否の確認のためにITSの工数感を教えてもらえますか。「新SPEEDAについて、標準チケットの枚数を5枚のみではなく、10枚、15枚も選択できるようにしたい」という要望をもらっています。仮にこれを実現する場合、ITSの開発工数って5人日以上かかるでしょうか？ ※もちろんスピーダSalesforce環境で実現する前提で大丈夫です,<@U029EUZTRGU> 開発会議への起案要否の確認のためにITSの工数感を教えてもらえますか。「新SPEEDAについて、標準チケットの枚数を5枚のみではなく、10枚、15枚も選択できるようにしたい」という要望をもらっています。仮にこれを実現する場合、ITSの開発工数って5人日以上かかるでしょうか？ ※もちろんスピーダSalesforce環境で実現する前提で大丈夫です,Slack #pj-speeda-ops-and-system
<@U01D0PQA64A> <@U029EUZTRGU> こちら先ほど画面共有してた資料です  独禁法対応 <https://www.notion.so/uzabase/4d5697bb48514bfd8dd97160843861b6?pvs=4|https://www.notion.so/uzabase/4d5697bb48514bfd8dd97160843861b6?pvs=4>  パッケージ体系整理 <https://www.figma.com/file/7bh3t9XEg1Y35BtIMhZii2?type=whiteboard|https://www.figma.com/file/7bh3t9XEg1Y35BtIMhZii2?type=whiteboard>,<@U01D0PQA64A> <@U029EUZTRGU> こちら先ほど画面共有してた資料です  独禁法対応 <https://www.notion.so/uzabase/4d5697bb48514bfd8dd97160843861b6?pvs=4|https://www.notion.so/uzabase/4d5697bb48514bfd8dd97160843861b6?pvs=4>  パッケージ体系整理 <https://www.figma.com/file/7bh3t9XEg1Y35BtIMhZii2?type=whiteboard|https://www.figma.com/file/7bh3t9XEg1Y35BtIMhZii2?type=whiteboard>,Slack #pj-speeda-ops-and-system
<@U01D0PQA64A> ふと思ったんですが、「オプション」のチケット販売を自動更新にすることも可能？ 営業ニーズを満たすためには、それで十分な気がしてきたので。,<@U01D0PQA64A> ふと思ったんですが、「オプション」のチケット販売を自動更新にすることも可能？ 営業ニーズを満たすためには、それで十分な気がしてきたので。,Slack #pj-speeda-ops-and-system
<@U01D0PQA64A> スピーダSalesforceの最新の商品マスタ（LEND向け、もしくはできれば2025/1リリース予定のもの）を共有してもらえますか？標準料金表の見直しを進めているので項目整理の参考にしたく（システム影響はなくて、単純にスプシ上の管理フォーマットを見直しているだけ）。,<@U01D0PQA64A> スピーダSalesforceの最新の商品マスタ（LEND向け、もしくはできれば2025/1リリース予定のもの）を共有してもらえますか？標準料金表の見直しを進めているので項目整理の参考にしたく（システム影響はなくて、単純にスプシ上の管理フォーマットを見直しているだけ）。,Slack #pj-speeda-ops-and-system
<@U029EUZTRGU> <@U0SBPJ484> すみませんが明日のステコミのうち、9:30-9:40だけ、別MTGで抜けます。,<@U029EUZTRGU> <@U0SBPJ484> すみませんが明日のステコミのうち、9:30-9:40だけ、別MTGで抜けます。,Slack #pj-speeda-ops-and-system
<@U01D0PQA64A> たしか今日期日で既存商品をスピーダSalesforceの商品マスタにマッピングすると聞いていたと思うんだけど、完了していたら共有してもらえます？,<@U01D0PQA64A> たしか今日期日で既存商品をスピーダSalesforceの商品マスタにマッピングすると聞いていたと思うんだけど、完了していたら共有してもらえます？,Slack #pj-speeda-ops-and-system
<@UF7LFC47M> ちょっと教えてもらいたいんですが、スピーダSalesforceで「一つの契約に対して複数の利用部署を設定する」「一つの契約に対して複数の請求部署・担当者を設定して、請求明細を切り分けて送付する」って可能かどうかわかりますか？ 対応するかどうかや優先順位はともかく、以前にニーズとして聞いていたので、実現可能性を把握しておきたく。,<@UF7LFC47M> ちょっと教えてもらいたいんですが、スピーダSalesforceで「一つの契約に対して複数の利用部署を設定する」「一つの契約に対して複数の請求部署・担当者を設定して、請求明細を切り分けて送付する」って可能かどうかわかりますか？ 対応するかどうかや優先順位はともかく、以前にニーズとして聞いていたので、実現可能性を把握しておきたく。,Slack #pj-speeda-ops-and-system
<@U01D0PQA64A> これって水曜頃までに共有してもらうこと可能でしょうか？Ops側で木金で作業したく。,<@U01D0PQA64A> これって水曜頃までに共有してもらうこと可能でしょうか？Ops側で木金で作業したく。,Slack #pj-speeda-ops-and-system
<@U0SBPJ484> <@U029EUZTRGU> Data Cloud向けのSnowflakeの開発について、定例って組まれていますか？岡君が回答もらえてなくて進められずに困っているようなんですが、進めるのであれば定例等を組んできちんと進めたほうが良く、もし工数的に難しいのであればUB Analytics側のリソースを別案件に使いたく。,<@U0SBPJ484> <@U029EUZTRGU> Data Cloud向けのSnowflakeの開発について、定例って組まれていますか？岡君が回答もらえてなくて進められずに困っているようなんですが、進めるのであれば定例等を組んできちんと進めたほうが良く、もし工数的に難しいのであればUB Analytics側のリソースを別案件に使いたく。,Slack #pj-speeda-ops-and-system
<@U030W8E5RMJ> こないだ話した複数年ディスカウントや通貨の件ですが、数量別単価マスタに価格登録する構造だと、複数の価格調整の掛け合わせに対応できませんね。例えば複数年ディスカウント x 月次支払い分の値上げ x 後払い分の値上げ、など。,<@U030W8E5RMJ> こないだ話した複数年ディスカウントや通貨の件ですが、数量別単価マスタに価格登録する構造だと、複数の価格調整の掛け合わせに対応できませんね。例えば複数年ディスカウント x 月次支払い分の値上げ x 後払い分の値上げ、など。,Slack #pj-speeda-ops-and-system
<@U0SBPJ484> <@U029EUZTRGU> <@U04LK3VQ1B7> LEND向けのスピーダSalesforceリリース日の変更について、LEND経営会議で共有しました。特に意見等出ていないので、11/2-4リリース想定で進めてもらって大丈夫だと思います。  一方で、他Domainの移行（特にCFCDの移行）が当初スケジュールから遅れるのはやはりかなり事業インパクトが大きそうなので、引き続き対応を検討お願いできればと。,<@U0SBPJ484> <@U029EUZTRGU> <@U04LK3VQ1B7> LEND向けのスピーダSalesforceリリース日の変更について、LEND経営会議で共有しました。特に意見等出ていないので、11/2-4リリース想定で進めてもらって大丈夫だと思います。  一方で、他Domainの移行（特にCFCDの移行）が当初スケジュールから遅れるのはやはりかなり事業インパクトが大きそうなので、引き続き対応を検討お願いできればと。,Slack #pj-speeda-ops-and-system
<@U029EUZTRGU> <@U0SBPJ484> 相談です。年内リリースにリリースしたい新商品が一件だけあるんですが、どこかのタイミングで対応可能でしょうか？（対応可能なウインドウを知りたいので質問している）,<@U029EUZTRGU> <@U0SBPJ484> 相談です。年内リリースにリリースしたい新商品が一件だけあるんですが、どこかのタイミングで対応可能でしょうか？（対応可能なウインドウを知りたいので質問している）,Slack #pj-speeda-ops-and-system
<@U030W8E5RMJ> <@U01D0PQA64A> 上で商品マスタの整理進めてると思いますが、ある程度固まったら共有してもらえますか？  もともと <https://uzabase.enterprise.slack.com/archives/C063HETKATZ/p1724993300312949|ここで8月末期日> でもらえる予定だったかと思うんですが、それがずれ込んでまだもらえていないので、内容確認したく。（スピーダ事業の価格体系の基本方針との一致を確認したい）,<@U030W8E5RMJ> <@U01D0PQA64A> 上で商品マスタの整理進めてると思いますが、ある程度固まったら共有してもらえますか？  もともと <https://uzabase.enterprise.slack.com/archives/C063HETKATZ/p1724993300312949|ここで8月末期日> でもらえる予定だったかと思うんですが、それがずれ込んでまだもらえていないので、内容確認したく。（スピーダ事業の価格体系の基本方針との一致を確認したい）,Slack #pj-speeda-ops-and-system
<@U030W8E5RMJ> マスタのマッピングを見ていて気になったんですが、初期費用って初月に1回請求するだけですが、社内的には契約期間に渡って按分しますよね？その情報ってどこで管理する想定でしょうか？,<@U030W8E5RMJ> マスタのマッピングを見ていて気になったんですが、初期費用って初月に1回請求するだけですが、社内的には契約期間に渡って按分しますよね？その情報ってどこで管理する想定でしょうか？,Slack #pj-speeda-ops-and-system
<@U029EUZTRGU> <@UF7LFC47M> NPの稟議申請・承認機能についてどのようにやっているか（複数の項目に該当する場合の承認フロー設定）、確認した結果ってどうでしたか？,<@U029EUZTRGU> <@UF7LFC47M> NPの稟議申請・承認機能についてどのようにやっているか（複数の項目に該当する場合の承認フロー設定）、確認した結果ってどうでしたか？,Slack #pj-speeda-ops-and-system
<@U029EUZTRGU> 年内案件の記載を少し更新したので共有しますね（赤枠のあたりの設計を追加） <https://www.notion.so/uzabase/2024-12-12d58a336035801d8e36ce0df6243cfd>,<@U029EUZTRGU> 年内案件の記載を少し更新したので共有しますね（赤枠のあたりの設計を追加） <https://www.notion.so/uzabase/2024-12-12d58a336035801d8e36ce0df6243cfd>,Slack #pj-speeda-ops-and-system
<@U030W8E5RMJ> <@U01D0PQA64A> 週末のリリースお疲れ様でした。スピーダSalesforceの提案商品・商品・提案商品明細・数量別単価マスタを共有してもらいたいんですが、可能でしょうか？,<@U030W8E5RMJ> <@U01D0PQA64A> 週末のリリースお疲れ様でした。スピーダSalesforceの提案商品・商品・提案商品明細・数量別単価マスタを共有してもらいたいんですが、可能でしょうか？,Slack #pj-speeda-ops-and-system
<@U029EUZTRGU> 先ほどのSPINERの構成変更案のひとつ「ユーザー数とチケット枚数を完全連動にする」について仮案を作ってみましたが、この形でも大丈夫そうですね。というか、1ユーザーごとのチケット付与枚数が厳密に定義・運用されていれば、新規販売の場合には問題なさそう。 <https://docs.google.com/spreadsheets/d/1mguhPSyRyQ8Sv9P_UlvvVh7szX1aesf0KeGSJ20Ssr0/edit?gid=1156459478#gid=1156459478>  結局、期中変更の場合のチケットMRRの扱いが一番のボトルネックで、チケット料金が切り出されているほうがロジックがかなりシンプルになる、というくらいな気がしています。,<@U029EUZTRGU> 先ほどのSPINERの構成変更案のひとつ「ユーザー数とチケット枚数を完全連動にする」について仮案を作ってみましたが、この形でも大丈夫そうですね。というか、1ユーザーごとのチケット付与枚数が厳密に定義・運用されていれば、新規販売の場合には問題なさそう。 <https://docs.google.com/spreadsheets/d/1mguhPSyRyQ8Sv9P_UlvvVh7szX1aesf0KeGSJ20Ssr0/edit?gid=1156459478#gid=1156459478>  結局、期中変更の場合のチケットMRRの扱いが一番のボトルネックで、チケット料金が切り出されているほうがロジックがかなりシンプルになる、というくらいな気がしています。,Slack #pj-speeda-ops-and-system
<@U0SBPJ484> <@U029EUZTRGU> 販売管理周りのアーキテクチャについて、SP Asiaが残っているSPIN Salesforceと、US EdgeのSalesforceを今後どのようにしていくか、どこかで方針を議論しましょうか。 US Edgeの現環境で解約率が集計できないなど課題があったり、中国・USで経済情報リサーチを販売していきたいという話も出てきているので、来期以降にどのようにしていくのかを決めていく必要が増してきています。,<@U0SBPJ484> <@U029EUZTRGU> 販売管理周りのアーキテクチャについて、SP Asiaが残っているSPIN Salesforceと、US EdgeのSalesforceを今後どのようにしていくか、どこかで方針を議論しましょうか。 US Edgeの現環境で解約率が集計できないなど課題があったり、中国・USで経済情報リサーチを販売していきたいという話も出てきているので、来期以降にどのようにしていくのかを決めていく必要が増してきています。,Slack #pj-speeda-ops-and-system
<@U0SBPJ484> <@U029EUZTRGU> <@U030W8E5RMJ> <@U01D0PQA64A> 先ほどスピーダ経営会議のなかで、林さんから「LEND以外のリリースをもう一段階小さいリリースに区切ることはできないのか？」と質問を受けました。その場で以下を回答しましたが、もし小さくリリースできる可能性があるならそれに越したことはないので、可能性がありそうか、いったん感覚値でいいので教えてもらえますか？ • まず2025/1/1の組織単位でデータ移行されないと、Salesforce環境が複数に跨って効率が落ちるので、新組織単位で移行する • 数週間前までF25の新組織がFixしておらず、データ移行の準備やリハーサルを考えて、「LEND以外の国内組織」を移行対象として進めている ※林さんが今週竹本さんとかしかちゃんと話すタイミングがあると言っていたので、そこでリリースを小さく区切れないかブレストしてもいいかも,<@U0SBPJ484> <@U029EUZTRGU> <@U030W8E5RMJ> <@U01D0PQA64A> 先ほどスピーダ経営会議のなかで、林さんから「LEND以外のリリースをもう一段階小さいリリースに区切ることはできないのか？」と質問を受けました。その場で以下を回答しましたが、もし小さくリリースできる可能性があるならそれに越したことはないので、可能性がありそうか、いったん感覚値でいいので教えてもらえますか？ • まず2025/1/1の組織単位でデータ移行されないと、Salesforce環境が複数に跨って効率が落ちるので、新組織単位で移行する • 数週間前までF25の新組織がFixしておらず、データ移行の準備やリハーサルを考えて、「LEND以外の国内組織」を移行対象として進めている ※林さんが今週竹本さんとかしかちゃんと話すタイミングがあると言っていたので、そこでリリースを小さく区切れないかブレストしてもいいかも,Slack #pj-speeda-ops-and-system
<@U029EUZTRGU> <https://www.notion.so/uzabase/2024-12-12d58a336035801d8e36ce0df6243cfd|年内開発希望案件>について、案件を連携した後にも継続して要件定義を進めています。最終的にどれを対応するのかをいったん期日を決めて仮Fixしたいので、11月末にOpsメンバーを含めたMTGを設定しますね。そこで対応案件を決め切りましょう,<@U029EUZTRGU> <https://www.notion.so/uzabase/2024-12-12d58a336035801d8e36ce0df6243cfd|年内開発希望案件>について、案件を連携した後にも継続して要件定義を進めています。最終的にどれを対応するのかをいったん期日を決めて仮Fixしたいので、11月末にOpsメンバーを含めたMTGを設定しますね。そこで対応案件を決め切りましょう,Slack #pj-speeda-ops-and-system
<@U0SBPJ484> 今日のステコミで話に上がった追加投資について検討してるんですが、「スケールできるセールスシステムPJ」全体の予算計画・実績を共有お願いできますか？特にワンタイムコストについて。  来期対応案件の中に、もともとFY2024に対応を予定していたものがあったと思うので、来期にずれ込んだ分の有利差異があるのかどうかなど把握したく。,<@U0SBPJ484> 今日のステコミで話に上がった追加投資について検討してるんですが、「スケールできるセールスシステムPJ」全体の予算計画・実績を共有お願いできますか？特にワンタイムコストについて。  来期対応案件の中に、もともとFY2024に対応を予定していたものがあったと思うので、来期にずれ込んだ分の有利差異があるのかどうかなど把握したく。,Slack #pj-speeda-ops-and-system
<@U029EUZTRGU> <@UF7LFC47M> ちょっと忘れてしまったんですが、承認プロセスをSalesforceに載せる検討にあたり、「複数の稟議項目に該当するケースでの承認フロー」をNPではどのように対応しているかって、確認終わっていましたっけ？,<@U029EUZTRGU> <@UF7LFC47M> ちょっと忘れてしまったんですが、承認プロセスをSalesforceに載せる検討にあたり、「複数の稟議項目に該当するケースでの承認フロー」をNPではどのように対応しているかって、確認終わっていましたっけ？,Slack #pj-speeda-ops-and-system
