question,answer,source
<@U0SBPJ484> 先日松井さんがジョブカンの役員の方と会食をして、契約書レビューでHubbleとJobcanの連携について共有してもらったようです。提案というわけではないので、情報共有として把握してもらえればと。 <https://hubble-docs.com/new_features/jobcan.html>,<@U0SBPJ484> 先日松井さんがジョブカンの役員の方と会食をして、契約書レビューでHubbleとJobcanの連携について共有してもらったようです。提案というわけではないので、情報共有として把握してもらえればと。 <https://hubble-docs.com/new_features/jobcan.html>,Slack #corp-ops-all
<@U0SBPJ484> 全社Tableau導入っていま誰が進めてますっけ？角田さんと、NPダッシュボードを廃止してTableauに載せ替える可能性を検討してて、構想のなかに含めたく。,<@U0SBPJ484> 全社Tableau導入っていま誰が進めてますっけ？角田さんと、NPダッシュボードを廃止してTableauに載せ替える可能性を検討してて、構想のなかに含めたく。,Slack #corp-ops-all
<@UG6PD76UC> Cacooのアカウント発行って誰に依頼すればいいかわかります？,<@UG6PD76UC> Cacooのアカウント発行って誰に依頼すればいいかわかります？,Slack #corp-ops-all
<@U0SBPJ484> こちらの件（NPダッシュボードをTableauに載せかえる）について、角田さんとピカさんとは方針合意しました。これから現在のメインユーザーである椙村さんや逵さんにもヒアリングして、問題なさそうならNP board MTGでマネジメントメンバーにも合意を取ろうと思います。  そろそろBPRチームにも入ってほしいので、武藤さんと岡くんに声かければいいですかね？,<@U0SBPJ484> こちらの件（NPダッシュボードをTableauに載せかえる）について、角田さんとピカさんとは方針合意しました。これから現在のメインユーザーである椙村さんや逵さんにもヒアリングして、問題なさそうならNP board MTGでマネジメントメンバーにも合意を取ろうと思います。  そろそろBPRチームにも入ってほしいので、武藤さんと岡くんに声かければいいですかね？,Slack #corp-ops-all
【共有】来週ビックサイトでIT系の展示会があって500社以上のブース出展があります。この展示会は個別でいろいろ話を聞けるので、たまに参加してます。VIPチケット取れるので、もし参加したいひとがいたら教えてくださいー <https://www.office-expo.jp/ja-jp/about/hr.html> <https://www.nextech-week.jp/spring/ja-jp/about/ai.html>,【共有】来週ビックサイトでIT系の展示会があって500社以上のブース出展があります。この展示会は個別でいろいろ話を聞けるので、たまに参加してます。VIPチケット取れるので、もし参加したいひとがいたら教えてくださいー <https://www.office-expo.jp/ja-jp/about/hr.html> <https://www.nextech-week.jp/spring/ja-jp/about/ai.html>,Slack #corp-ops-all
<@U0SBPJ484> <@U04LK3VQ1B7> corporateの業務効率化企画ですが、各チームから一名づつ担当者をアサインして、週次のMTGに参加してもらう形にしてます。BPR/Helpdesk/Securityだと業務内容も分かれているため、それぞれのチームから1人づつ参加してもらいたいと思うんですがどうでしょうか？早速今日の夕方からMTG始まります。 <https://uzabase.slack.com/archives/C03ETHFFR4L/p1652263548477749|https://uzabase.slack.com/archives/C03ETHFFR4L/p1652263548477749>,<@U0SBPJ484> <@U04LK3VQ1B7> corporateの業務効率化企画ですが、各チームから一名づつ担当者をアサインして、週次のMTGに参加してもらう形にしてます。BPR/Helpdesk/Securityだと業務内容も分かれているため、それぞれのチームから1人づつ参加してもらいたいと思うんですがどうでしょうか？早速今日の夕方からMTG始まります。 <https://uzabase.slack.com/archives/C03ETHFFR4L/p1652263548477749|https://uzabase.slack.com/archives/C03ETHFFR4L/p1652263548477749>,Slack #corp-ops-all
<@U055D9KSFFB> <@U02SGE1BFSQ> <@U0SBPJ484> Corporate OKRの労働時間削減の更新依頼があったので、5月にヘルプデスク、セキュリティ、BPRチームの業務量削減があれば教えてもらえますか？,<@U055D9KSFFB> <@U02SGE1BFSQ> <@U0SBPJ484> Corporate OKRの労働時間削減の更新依頼があったので、5月にヘルプデスク、セキュリティ、BPRチームの業務量削減があれば教えてもらえますか？,Slack #corp-ops-all
<!here> 3QのIT Strategy DivisionのOKRドラフトはこちらです！コメント等があれば、気兼ねなくよろしくお願いします <https://docs.google.com/presentation/d/1xr0UJA2XY5ZTgnTNtVNzdiZuIUQ370tGyDmPCU-fYoQ/edit?usp=sharing>,<!here> 3QのIT Strategy DivisionのOKRドラフトはこちらです！コメント等があれば、気兼ねなくよろしくお願いします <https://docs.google.com/presentation/d/1xr0UJA2XY5ZTgnTNtVNzdiZuIUQ370tGyDmPCU-fYoQ/edit?usp=sharing>,Slack #corp-ops-all
<@U055D9KSFFB> 7/19にWorkatoとSlack連携のセミナーがあるようです。Workatoは今後導入検討する可能性もあるので、いまのうちにすこし情報収集がてら参加してもいいかもしれません。 <https://prtimes.jp/main/html/rd/p/000000129.000042830.html|https://prtimes.jp/main/html/rd/p/000000129.000042830.html>,<@U055D9KSFFB> 7/19にWorkatoとSlack連携のセミナーがあるようです。Workatoは今後導入検討する可能性もあるので、いまのうちにすこし情報収集がてら参加してもいいかもしれません。 <https://prtimes.jp/main/html/rd/p/000000129.000042830.html|https://prtimes.jp/main/html/rd/p/000000129.000042830.html>,Slack #corp-ops-all
<@U055D9KSFFB> <@U02SGE1BFSQ> <@U0SBPJ484> Corporate OKRの労働時間削減の更新依頼があったので、6月にヘルプデスク、セキュリティ、BPRチームの業務量削減があれば教えてもらえますか？（蒲原さん今日お休みですね。明日で大丈夫です）  もう一点、7月から年末に向けて業務を効率化する（平均労働時間を削減する）施策って各チーム立てていますか？もしあれば、教えてもらえればと。,<@U055D9KSFFB> <@U02SGE1BFSQ> <@U0SBPJ484> Corporate OKRの労働時間削減の更新依頼があったので、6月にヘルプデスク、セキュリティ、BPRチームの業務量削減があれば教えてもらえますか？（蒲原さん今日お休みですね。明日で大丈夫です）  もう一点、7月から年末に向けて業務を効率化する（平均労働時間を削減する）施策って各チーム立てていますか？もしあれば、教えてもらえればと。,Slack #corp-ops-all
<!here> 前回話した内容も踏まえて、3QのDivision OKRをこちらでFixしました！ここから来週頭にかけて、Team OKR策定を進めます。  主な変更点は以下です。 • 足元で注力すべきシステム刷新と、それによる未来の価値創造を明確化するために、Objectiveは「*システムリニューアルを加速し、未来の業務基盤を創造する*」にする • 「リリースする」「リリース目処」「開発を完了」など*マイルストンの表記揺れを修正* • 現時点でNotionを導入するかどうかを意思決定しておらず、まずは検討しきって意思決定することが最優先として、*Notion全社導入はKRから落とす*。導入することを決めた段階でKRに入れることを検討。 • KR7*「2025年のデータ構成図を描く」を「顧客とUBの意思決定に繋がるデータ活用のユースケースを新たに創る」に変更*。未来のデータ構成図を描く必要性はあるものの、2Q中に作ったシステム未来絵があるので、緊急度は低い。一方で、システムリニューアル後に「データをきちんと活用すること」が重要なので、ユースケース特定に注力する。,<!here> 前回話した内容も踏まえて、3QのDivision OKRをこちらでFixしました！ここから来週頭にかけて、Team OKR策定を進めます。  主な変更点は以下です。 • 足元で注力すべきシステム刷新と、それによる未来の価値創造を明確化するために、Objectiveは「*システムリニューアルを加速し、未来の業務基盤を創造する*」にする • 「リリースする」「リリース目処」「開発を完了」など*マイルストンの表記揺れを修正* • 現時点でNotionを導入するかどうかを意思決定しておらず、まずは検討しきって意思決定することが最優先として、*Notion全社導入はKRから落とす*。導入することを決めた段階でKRに入れることを検討。 • KR7*「2025年のデータ構成図を描く」を「顧客とUBの意思決定に繋がるデータ活用のユースケースを新たに創る」に変更*。未来のデータ構成図を描く必要性はあるものの、2Q中に作ったシステム未来絵があるので、緊急度は低い。一方で、システムリニューアル後に「データをきちんと活用すること」が重要なので、ユースケース特定に注力する。,Slack #corp-ops-all
<@U04LK3VQ1B7> <@U0SBPJ484> 2Qの自己FBと360FBが明日締め切りなので、チーム内で周知・確認をお願いします！ <https://uzabase.slack.com/archives/CS5EQ4X9C/p1656635366625679?thread_ts=1656309005.415329&amp;cid=CS5EQ4X9C>,<@U04LK3VQ1B7> <@U0SBPJ484> 2Qの自己FBと360FBが明日締め切りなので、チーム内で周知・確認をお願いします！ <https://uzabase.slack.com/archives/CS5EQ4X9C/p1656635366625679?thread_ts=1656309005.415329&amp;cid=CS5EQ4X9C>,Slack #corp-ops-all
<@U029EUZTRGU> 明日17:30からtableau契約について絹村さんとMTGするんですが参加しますか？今年中にリリースするデータ活用のユースケースをカバーするライセンス数の契約を進めようと考えており、統合取引先に対する各プロダクト契約状況の可視化のユースケースの観点で武藤さんに入ってもらったほうがいいかと思い。  また、別件ですが同じく明日の13時からデータビズラボ社代表の永田さん（tableauユーザー会会長）とデータ基盤構築の支援について提案をもらうことになっており、情報共有のためにもし時間が合えば参加してもらうといいかもしれません。,<@U029EUZTRGU> 明日17:30からtableau契約について絹村さんとMTGするんですが参加しますか？今年中にリリースするデータ活用のユースケースをカバーするライセンス数の契約を進めようと考えており、統合取引先に対する各プロダクト契約状況の可視化のユースケースの観点で武藤さんに入ってもらったほうがいいかと思い。  また、別件ですが同じく明日の13時からデータビズラボ社代表の永田さん（tableauユーザー会会長）とデータ基盤構築の支援について提案をもらうことになっており、情報共有のためにもし時間が合えば参加してもらうといいかもしれません。,Slack #corp-ops-all
<@U04LK3VQ1B7> <@U0SBPJ484> 栗田さんと話していて思ったのですが、チーム間の情報共有を深めるために各チームで進めているプロジェクトのSlackチャネルをこのチャネルで共有しませんか？チャネル参加は任意でよいと思いますが、最低でも存在は共有すべきだなと思い。,<@U04LK3VQ1B7> <@U0SBPJ484> 栗田さんと話していて思ったのですが、チーム間の情報共有を深めるために各チームで進めているプロジェクトのSlackチャネルをこのチャネルで共有しませんか？チャネル参加は任意でよいと思いますが、最低でも存在は共有すべきだなと思い。,Slack #corp-ops-all
<@U029EUZTRGU> データ活用について、ユースケース策定に先立って、案件ごとに①事業インパクト、②対応強度（Must/Nice）、③対応希望期日、をまとめようかと考えています。  統合取引先に対する各プロダクト契約の可視化について、ユーザーサイドの担当者（本PJ責任者）ってどなたでしょう？上記の①②③について確認・合意を進めたく。,<@U029EUZTRGU> データ活用について、ユースケース策定に先立って、案件ごとに①事業インパクト、②対応強度（Must/Nice）、③対応希望期日、をまとめようかと考えています。  統合取引先に対する各プロダクト契約の可視化について、ユーザーサイドの担当者（本PJ責任者）ってどなたでしょう？上記の①②③について確認・合意を進めたく。,Slack #corp-ops-all
<!channel> IT Strategy Divisionの半日合宿を検討しています。できるだけオフラインで開催したいと考えており、以下の①②のうち参加できる日程を教えてくださいー ① 8/22午後 ② 8/25午後,<!channel> IT Strategy Divisionの半日合宿を検討しています。できるだけオフラインで開催したいと考えており、以下の①②のうち参加できる日程を教えてくださいー ① 8/22午後 ② 8/25午後,Slack #corp-ops-all
<!here> 各チームの連携を深めるために各チームチャネルを共有しますね。いずれもオープンチャネルなので適宜参加してくださいー。組織変更に伴い、まだチャネル未作成のチームもあるので、今後適宜アップデートします。  ■DID Team <#C033GEPNPPZ|>  ■BPR Team <#C02CY2F484D|>  ■Infra+Ops Team (各チャネル未作成) <#CSFEM6P8E|>  ■IT Planning Team (チャネル未作成)  ■Security Team <#C02EK3X3ATA|>,<!here> 各チームの連携を深めるために各チームチャネルを共有しますね。いずれもオープンチャネルなので適宜参加してくださいー。組織変更に伴い、まだチャネル未作成のチームもあるので、今後適宜アップデートします。  ■DID Team <#C033GEPNPPZ|>  ■BPR Team <#C02CY2F484D|>  ■Infra+Ops Team (各チャネル未作成) <#CSFEM6P8E|>  ■IT Planning Team (チャネル未作成)  ■Security Team <#C02EK3X3ATA|>,Slack #corp-ops-all
こちらの合宿の件ですが、8/25午後で確定しようと思います。  ただ、*コロナ情勢を踏まえて、オンライン開催に変更します*。  また、今回の合宿はお互い知るためのチームビルディングがメインにしたいので（王さん主導）、業務に深くかかわっている業務委託・派遣社員・アルバイトの方も可能であれば参加してもらいたいと思います。参加基準は以下です（これに従って、誰が参加すべきかはチームリーダーが指定） ```単一プロジェクト参加を除く、原則週2以上もしくは月換算でそれと同じ時間位の稼働が対象メンバーとする なお、円滑なチーム運営ための観点で、チームリーダーの判断により特別指名時はその限りでない```,こちらの合宿の件ですが、8/25午後で確定しようと思います。  ただ、*コロナ情勢を踏まえて、オンライン開催に変更します*。  また、今回の合宿はお互い知るためのチームビルディングがメインにしたいので（王さん主導）、業務に深くかかわっている業務委託・派遣社員・アルバイトの方も可能であれば参加してもらいたいと思います。参加基準は以下です（これに従って、誰が参加すべきかはチームリーダーが指定） ```単一プロジェクト参加を除く、原則週2以上もしくは月換算でそれと同じ時間位の稼働が対象メンバーとする なお、円滑なチーム運営ための観点で、チームリーダーの判断により特別指名時はその限りでない```,Slack #corp-ops-all
<@U020XSDHYK1> 10/1付けの組織変更についてIT Strategy Divisionメンバーで集まって話したいので、来週1時間ほどのミーティングをセットしてもらっても良いでしょうか？こないだのチームアップのメンバー＋新入社員（勝呂さん）でお願いします。張替・王は参加必須で、他はなるべく多くの人が集まれる日程で調整してもらえると助かります（私の予定の中で、1on1や作業集中はずらせます）。,<@U020XSDHYK1> 10/1付けの組織変更についてIT Strategy Divisionメンバーで集まって話したいので、来週1時間ほどのミーティングをセットしてもらっても良いでしょうか？こないだのチームアップのメンバー＋新入社員（勝呂さん）でお願いします。張替・王は参加必須で、他はなるべく多くの人が集まれる日程で調整してもらえると助かります（私の予定の中で、1on1や作業集中はずらせます）。,Slack #corp-ops-all
<@UG6PD76UC> ちょっと聞きたいんですが、SaaS事業の顧客一覧を、「所在地情報込み」でSalesforceからすぐに取れますっけ？事業間で顧客が重複する状態（名寄せとかしていない状態）で大丈夫です。,<@UG6PD76UC> ちょっと聞きたいんですが、SaaS事業の顧客一覧を、「所在地情報込み」でSalesforceからすぐに取れますっけ？事業間で顧客が重複する状態（名寄せとかしていない状態）で大丈夫です。,Slack #corp-ops-all
<@U055D9KSFFB> <@U020XSDHYK1> Google Driveのフォルダを丸ごとコピーするGASって作ってませんでしたっけ？,<@U055D9KSFFB> <@U020XSDHYK1> Google Driveのフォルダを丸ごとコピーするGASって作ってませんでしたっけ？,Slack #corp-ops-all
<@U02818QEAJZ> 福山さんとかのtableauアカウント発行依頼ってもう済んでる？,<@U02818QEAJZ> 福山さんとかのtableauアカウント発行依頼ってもう済んでる？,Slack #corp-ops-all
<@U020XSDHYK1> 8月のUG社費用って、こちらのジョブカン金額が計上されるのではなかったでしたっけ？別の申請（？）の費用が計上されており確認してます。 <https://ssl.wf.jobcan.jp/#/requests/74490>,<@U020XSDHYK1> 8月のUG社費用って、こちらのジョブカン金額が計上されるのではなかったでしたっけ？別の申請（？）の費用が計上されており確認してます。 <https://ssl.wf.jobcan.jp/#/requests/74490>,Slack #corp-ops-all
<@U0SBPJ484> Dreamforceでの学びをIT Strategy Div内で全体共有しませんか？Salesforce以外にもSlackやtableauの話題もあり、Div全員が知っておいたほうがいい内容かと思い。,<@U0SBPJ484> Dreamforceでの学びをIT Strategy Div内で全体共有しませんか？Salesforce以外にもSlackやtableauの話題もあり、Div全員が知っておいたほうがいい内容かと思い。,Slack #corp-ops-all
<@U03Q4P38N5V> すみません、PCが破損してしまい、代替機を借りたいんですが、今日借りれますか？,<@U03Q4P38N5V> すみません、PCが破損してしまい、代替機を借りたいんですが、今日借りれますか？,Slack #corp-ops-all
<@U7T0QAEBA> 全事業が載ってるFORCASの分析モデルってどれだっけ？,<@U7T0QAEBA> 全事業が載ってるFORCASの分析モデルってどれだっけ？,Slack #corp-ops-all
"has renamed the channel from ""ub-its-all"" to ""hd-sysops-its-all""","has renamed the channel from ""ub-its-all"" to ""hd-sysops-its-all""",Slack #corp-ops-all
4Q以降のチャネル命名規則の変更に伴い、チャネル名を変更しました,4Q以降のチャネル命名規則の変更に伴い、チャネル名を変更しました,Slack #corp-ops-all
<@U04LK3VQ1B7> 他のチャネルも、僕が把握している範囲で名称変更しますね,<@U04LK3VQ1B7> 他のチャネルも、僕が把握している範囲で名称変更しますね,Slack #corp-ops-all
<@U055D9KSFFB> <@U020XSDHYK1> 西村さんと森田君に聞くのが適切が変わりませんが、IT Strategy Divのグループメンションって作成済みでしたっけ？,<@U055D9KSFFB> <@U020XSDHYK1> 西村さんと森田君に聞くのが適切が変わりませんが、IT Strategy Divのグループメンションって作成済みでしたっけ？,Slack #corp-ops-all
【共有】360FB用に全体展開されているコンピテンシー一覧に、最新のITSコンピテンシーの記載がないので、HRBPに更新を依頼しています。Div内のメンバーから360FBされることが多いかと思うので、取り急ぎ以下に最新のコンピテンシークライテリアを貼っておきます。  ■IT Planning/IT Ops/Securityチーム 　<https://docs.google.com/spreadsheets/d/15d4ApAUBczhcjYtIrvg-K4mhiGbkN7QTeKEIwkTe0Z4/edit#gid=1030169006|コンピテンシークライテリア>  ■BPRチーム 　<https://docs.google.com/spreadsheets/d/1ecY4LddE_f92eiLOVnK3WEKcVQOBlLtnvCUrsBafXyM/edit#gid=1030169006|コンピテンシークライテリア>  ■DIDチーム 　<https://docs.google.com/spreadsheets/d/1AOjLeWYEOvP-JR_5jq2rFPvZBk2n9ohlu9m_rqtMFHM/edit#gid=1766176147|コンピテンシークライテリア>,【共有】360FB用に全体展開されているコンピテンシー一覧に、最新のITSコンピテンシーの記載がないので、HRBPに更新を依頼しています。Div内のメンバーから360FBされることが多いかと思うので、取り急ぎ以下に最新のコンピテンシークライテリアを貼っておきます。  ■IT Planning/IT Ops/Securityチーム 　<https://docs.google.com/spreadsheets/d/15d4ApAUBczhcjYtIrvg-K4mhiGbkN7QTeKEIwkTe0Z4/edit#gid=1030169006|コンピテンシークライテリア>  ■BPRチーム 　<https://docs.google.com/spreadsheets/d/1ecY4LddE_f92eiLOVnK3WEKcVQOBlLtnvCUrsBafXyM/edit#gid=1030169006|コンピテンシークライテリア>  ■DIDチーム 　<https://docs.google.com/spreadsheets/d/1AOjLeWYEOvP-JR_5jq2rFPvZBk2n9ohlu9m_rqtMFHM/edit#gid=1766176147|コンピテンシークライテリア>,Slack #corp-ops-all
@its-all 10/14のTHMで登壇するため、ub-allで周知しましたー。リアクションお願いします:man-bowing: <https://uzabase.slack.com/archives/C02DQ211J/p1665561024086339>,@its-all 10/14のTHMで登壇するため、ub-allで周知しましたー。リアクションお願いします:man-bowing: <https://uzabase.slack.com/archives/C02DQ211J/p1665561024086339>,Slack #corp-ops-all
@its-all 今日のTHM、コメントが少ないと話すモチベーションが下がるので、積極的にコメントお願いしますー <https://uzabase.slack.com/archives/C02DQ211J/p1665561024086339>,@its-all 今日のTHM、コメントが少ないと話すモチベーションが下がるので、積極的にコメントお願いしますー <https://uzabase.slack.com/archives/C02DQ211J/p1665561024086339>,Slack #corp-ops-all
THMの発表Done。コメントやリアクションありがとうございましたー 作田さんと宇宙さんの話は面白かったですね,THMの発表Done。コメントやリアクションありがとうございましたー 作田さんと宇宙さんの話は面白かったですね,Slack #corp-ops-all
<@UG6PD76UC> こちらのFORCAS標準料金表変更の申請について、システム面で認識ずれないか確認お願いできますか？ <https://ssl.wf.jobcan.jp/#/requests/79817|https://ssl.wf.jobcan.jp/#/requests/79817>,<@UG6PD76UC> こちらのFORCAS標準料金表変更の申請について、システム面で認識ずれないか確認お願いできますか？ <https://ssl.wf.jobcan.jp/#/requests/79817|https://ssl.wf.jobcan.jp/#/requests/79817>,Slack #corp-ops-all
<@U03Q4P38N5V> <https://uzabase.slack.com/archives/CS0DBRP43/p1666139259498349>,<@U03Q4P38N5V> <https://uzabase.slack.com/archives/CS0DBRP43/p1666139259498349>,Slack #corp-ops-all
<!here> カーライルの公開買付に賛同し、非上場化することをアナウンスしました。今日臨時THMをやるので、現時点で気になること等があればぜひ気軽に聞いてください！ <https://uzabase.slack.com/archives/C02DQ211J/p1667973634660969>,<!here> カーライルの公開買付に賛同し、非上場化することをアナウンスしました。今日臨時THMをやるので、現時点で気になること等があればぜひ気軽に聞いてください！ <https://uzabase.slack.com/archives/C02DQ211J/p1667973634660969>,Slack #corp-ops-all
<!channel> 先ほどの来年1月からの組織体制の資料です。もし小さいことでも懸念等があれば、なんでも聞いてください！ <https://docs.google.com/presentation/d/1JjCHf22fA36zM8SHclkm_A6FrjQIE7BNL5ZL7L_fdVY/edit?usp=sharing>,<!channel> 先ほどの来年1月からの組織体制の資料です。もし小さいことでも懸念等があれば、なんでも聞いてください！ <https://docs.google.com/presentation/d/1JjCHf22fA36zM8SHclkm_A6FrjQIE7BNL5ZL7L_fdVY/edit?usp=sharing>,Slack #corp-ops-all
<@U0SBPJ484> 武藤さんがLVなので聞きたいんですが、統合SalesforceへのNPとMMRの商談・契約データ連携の構築と、MMR過去データの流し込みって完了してますか？12/14完了目処だったので状況を知りたく。,<@U0SBPJ484> 武藤さんがLVなので聞きたいんですが、統合SalesforceへのNPとMMRの商談・契約データ連携の構築と、MMR過去データの流し込みって完了してますか？12/14完了目処だったので状況を知りたく。,Slack #corp-ops-all
<@U020XSDHYK1> 12月 23日 (金曜日)⋅午後3:00～3:30にDomain OKR共有をしようと思うので、IT Strategy + BPRのインバイトをお願いしてもいいでしょうか？,<@U020XSDHYK1> 12月 23日 (金曜日)⋅午後3:00～3:30にDomain OKR共有をしようと思うので、IT Strategy + BPRのインバイトをお願いしてもいいでしょうか？,Slack #corp-ops-all
<@U0SBPJ484> 統合Salesforceに各Salesforceの契約・商談データが統合されたのは大きなアウトプットなので、年内（明日とか）に全社向けに共有しませんか？,<@U0SBPJ484> 統合Salesforceに各Salesforceの契約・商談データが統合されたのは大きなアウトプットなので、年内（明日とか）に全社向けに共有しませんか？,Slack #corp-ops-all
<@U0SBPJ484> おお、良かったです。ただ来週だとお休みの人も多いので、できれば明日に発信しませんか？,<@U0SBPJ484> おお、良かったです。ただ来週だとお休みの人も多いので、できれば明日に発信しませんか？,Slack #corp-ops-all
<@U04LK3VQ1B7> <@U0SBPJ484> そろそろUB Dayの出番なんですが、最初にちらっと組織図を見せるので、チャットにコメントもらえると助かりますー,<@U04LK3VQ1B7> <@U0SBPJ484> そろそろUB Dayの出番なんですが、最初にちらっと組織図を見せるので、チャットにコメントもらえると助かりますー,Slack #corp-ops-all
今日の資料です <https://docs.google.com/presentation/d/1U255N8lKQvOmTMTwcNVp45_zaZbsY2Mhy2WeEJPDIiI/edit#slide=id.g1bc19c0b581_0_1919>,今日の資料です <https://docs.google.com/presentation/d/1U255N8lKQvOmTMTwcNVp45_zaZbsY2Mhy2WeEJPDIiI/edit#slide=id.g1bc19c0b581_0_1919>,Slack #corp-ops-all
<!subteam^S04JM2XSJSG> <https://docs.google.com/presentation/d/1U255N8lKQvOmTMTwcNVp45_zaZbsY2Mhy2WeEJPDIiI/edit#slide=id.g1bc19c0b581_0_1919|Domain OKR発表>の際に話したように、「四半期ごとにDomainメンバー全員との1on1」を実施します。  *対象の方は、下記の候補日時に、私との1on1の設定をよろしくお願いします！*  ■目的 課題感・やりたいことをDomainリーダーとメンバーが共有している状態を作ること  ■対象 System&amp;Operation Domain全メンバー   ※初回なのでいったん正社員＋契約社員を対象にする   ※コミュニケーション頻度が高いDivisionリーダーとTeamリーダーは除く  ■候補日時 2/20 (月)～2/24 (金) スケジュールに「Domain 1on1 ブロック」と記載している時間帯 ※時間が合わなければ調整するので教えてください  ■時間 30分  ■アジェンダ 別途共有します（課題感とやりたいことを入れる想定）,<!subteam^S04JM2XSJSG> <https://docs.google.com/presentation/d/1U255N8lKQvOmTMTwcNVp45_zaZbsY2Mhy2WeEJPDIiI/edit#slide=id.g1bc19c0b581_0_1919|Domain OKR発表>の際に話したように、「四半期ごとにDomainメンバー全員との1on1」を実施します。  *対象の方は、下記の候補日時に、私との1on1の設定をよろしくお願いします！*  ■目的 課題感・やりたいことをDomainリーダーとメンバーが共有している状態を作ること  ■対象 System&amp;Operation Domain全メンバー   ※初回なのでいったん正社員＋契約社員を対象にする   ※コミュニケーション頻度が高いDivisionリーダーとTeamリーダーは除く  ■候補日時 2/20 (月)～2/24 (金) スケジュールに「Domain 1on1 ブロック」と記載している時間帯 ※時間が合わなければ調整するので教えてください  ■時間 30分  ■アジェンダ 別途共有します（課題感とやりたいことを入れる想定）,Slack #corp-ops-all
<!subteam^S04JM2XSJSG> チームアップ予算変更のアナウンスなので、みなさん確認しておいてくださいー <https://uzabase.slack.com/archives/CS1GQ77M5/p1673599416329649|https://uzabase.slack.com/archives/CS1GQ77M5/p1673599416329649>,<!subteam^S04JM2XSJSG> チームアップ予算変更のアナウンスなので、みなさん確認しておいてくださいー <https://uzabase.slack.com/archives/CS1GQ77M5/p1673599416329649|https://uzabase.slack.com/archives/CS1GQ77M5/p1673599416329649>,Slack #corp-ops-all
:harry:*張替週報*:harry:  Domain 定例で話したとおり、日頃から課題感かやりたいことを共有するサイクルを作るために、週報をはじめます。  読んだひとはスタンプとか何かしらのリアクションがあるとありがたいです（モチベーションになるので）  *■OKR策定とFB会議が概ね完了* 四半期初めは毎回OKR策定とGS/FBに追われています。特に今回は組織変更があったので、いろいろプロセスの見直しが発生して大変。 • 良かったことは、大きなトラブルなく進められたことと、KR毎のオーナーと目標（進捗率定義）を明確にできたこと • 課題は、まだTeam毎の属人的な運用が多いことと、コンピテンシーFBがTeam内で完結しがちで、健全な牽制が十分に働いていないこと *■Notion展開と全社ポータルに期待* THMで展開したように、王さん主導でNotion全社展開を進めます。みなさん積極的にNotionを活用しましょう。  UBでは過去に何度か全社ポータルの導入を進めて、毎回使わなくなって頓挫しています。その反省もあって今回は早い段階からユーザーを推進者として巻き込んだり、使いやすいようにテンプレート準備したりしています。  *■経済産業省の委託事業として、* *<https://www.meti.go.jp/meti_lib/report/2022FY/000586.pdf|スタートアップの成長性分析レポート>* *を公開しました* INITIALにて経産省から受注し、内部的にUB Analytics Team（Incubation Domain）として分析・執筆しました。NPの平川さんがTwitterシェアしたこともあり、インプレッション数が11万件ほどとなり、拡散しています。  *■今週の注力は、OKRの初動推進* OKRは策定してからが本番なので、今週は各OKRの動き出しやオーナーシップのフォローに入ります。,:harry:*張替週報*:harry:  Domain 定例で話したとおり、日頃から課題感かやりたいことを共有するサイクルを作るために、週報をはじめます。  読んだひとはスタンプとか何かしらのリアクションがあるとありがたいです（モチベーションになるので）  *■OKR策定とFB会議が概ね完了* 四半期初めは毎回OKR策定とGS/FBに追われています。特に今回は組織変更があったので、いろいろプロセスの見直しが発生して大変。 • 良かったことは、大きなトラブルなく進められたことと、KR毎のオーナーと目標（進捗率定義）を明確にできたこと • 課題は、まだTeam毎の属人的な運用が多いことと、コンピテンシーFBがTeam内で完結しがちで、健全な牽制が十分に働いていないこと *■Notion展開と全社ポータルに期待* THMで展開したように、王さん主導でNotion全社展開を進めます。みなさん積極的にNotionを活用しましょう。  UBでは過去に何度か全社ポータルの導入を進めて、毎回使わなくなって頓挫しています。その反省もあって今回は早い段階からユーザーを推進者として巻き込んだり、使いやすいようにテンプレート準備したりしています。  *■経済産業省の委託事業として、* *<https://www.meti.go.jp/meti_lib/report/2022FY/000586.pdf|スタートアップの成長性分析レポート>* *を公開しました* INITIALにて経産省から受注し、内部的にUB Analytics Team（Incubation Domain）として分析・執筆しました。NPの平川さんがTwitterシェアしたこともあり、インプレッション数が11万件ほどとなり、拡散しています。  *■今週の注力は、OKRの初動推進* OKRは策定してからが本番なので、今週は各OKRの動き出しやオーナーシップのフォローに入ります。,Slack #corp-ops-all
<@U04LK3VQ1B7> <@UFV0JQ5N0> <https://uzabase.slack.com/archives/C04CP1ZA81X/p1674439844955579|すがぴーの投稿>に沿って、System&amp;Operation DomainのNotionページを更新しました。各Divisionページの更新をお願いできますか。（まだ人情報を編集できないので、リーダー・メンバー情報は更新していません） <https://www.notion.so/uzabase/System-Operation-Domain-f6d89eb9ee014c4aaf625f086e6771ee>,<@U04LK3VQ1B7> <@UFV0JQ5N0> <https://uzabase.slack.com/archives/C04CP1ZA81X/p1674439844955579|すがぴーの投稿>に沿って、System&amp;Operation DomainのNotionページを更新しました。各Divisionページの更新をお願いできますか。（まだ人情報を編集できないので、リーダー・メンバー情報は更新していません） <https://www.notion.so/uzabase/System-Operation-Domain-f6d89eb9ee014c4aaf625f086e6771ee>,Slack #corp-ops-all
