question,answer,source
特定するので少々お待ちを,特定するので少々お待ちを,Slack #speeda-seo-fy2025
<@U3Z46KG4B> 以下のチャネルでやり取りしてるようですね。 <#C069W7932KG|>,<@U3Z46KG4B> 以下のチャネルでやり取りしてるようですね。 <#C069W7932KG|>,Slack #speeda-seo-fy2025
<@U06FZPTPL6N> <@U3Z46KG4B> <@U3LBCLTAL> 契約プラン関連の起案者について、「誰がSEO会議に起案するのか」を整理したほうが良さそうだなと思っており、以下の2つの案を想定しているんですがいいと思っているんですが、いかがでしょうか？個人的にはどちらでもいいですが、強いて言えば①のほうがコミュニケーションが楽そうだな、という感じです。  • 案①     ◦ すべてOps（張替）から起案する • 案②     ◦ *新商品（契約プラン）*に関する起案者は、CPO（西川）とOps（張替）の共同にする     ◦ *既存商品（契約プラン）*に関する起案者は、CRO（作田）と山本とOps（張替）の共同にする ※実働としては、各ラインのメンバーが必要な人と会話して資料をドラフトして、上記の人がチェックしてから起案する形になると思います  以下が背景です • 昨年は、SalesDev機能をOpsに集約していたので、Opsで情報を整理して経営会議に起案していた（案①の形） • 今年は、先日決めたように「新商品の商品性の企画」のオーナーはCPO、「契約スキームの企画」オーナーはOps、という形で分担する構造になっているので、この形に合わせると上のような起案者になる（案②の形）,<@U06FZPTPL6N> <@U3Z46KG4B> <@U3LBCLTAL> 契約プラン関連の起案者について、「誰がSEO会議に起案するのか」を整理したほうが良さそうだなと思っており、以下の2つの案を想定しているんですがいいと思っているんですが、いかがでしょうか？個人的にはどちらでもいいですが、強いて言えば①のほうがコミュニケーションが楽そうだな、という感じです。  • 案①     ◦ すべてOps（張替）から起案する • 案②     ◦ *新商品（契約プラン）*に関する起案者は、CPO（西川）とOps（張替）の共同にする     ◦ *既存商品（契約プラン）*に関する起案者は、CRO（作田）と山本とOps（張替）の共同にする ※実働としては、各ラインのメンバーが必要な人と会話して資料をドラフトして、上記の人がチェックしてから起案する形になると思います  以下が背景です • 昨年は、SalesDev機能をOpsに集約していたので、Opsで情報を整理して経営会議に起案していた（案①の形） • 今年は、先日決めたように「新商品の商品性の企画」のオーナーはCPO、「契約スキームの企画」オーナーはOps、という形で分担する構造になっているので、この形に合わせると上のような起案者になる（案②の形）,Slack #speeda-seo-fy2025
もともと経営戦略リストは「中長期のフォーカスを明確にする」ことを目的にしているものだと思いますが、項目が多すぎてフォーカスを明確にできていないように思います。削減したいですね。  なので、例えばまず足切りとして、「半年程度で概ね終わるものはOKRに寄せることにして、経営戦略リストからは除外する」といった対応はしたほうが良いように思います。後は重要性の高いテーマを選定して10テーマくらいにするのがいいかなと思います。,もともと経営戦略リストは「中長期のフォーカスを明確にする」ことを目的にしているものだと思いますが、項目が多すぎてフォーカスを明確にできていないように思います。削減したいですね。  なので、例えばまず足切りとして、「半年程度で概ね終わるものはOKRに寄せることにして、経営戦略リストからは除外する」といった対応はしたほうが良いように思います。後は重要性の高いテーマを選定して10テーマくらいにするのがいいかなと思います。,Slack #speeda-seo-fy2025
では起案は僕のほうでしますね。もちろん必要な情報は翔陽さんや作田さんや傑さんに確認しながら整理します,では起案は僕のほうでしますね。もちろん必要な情報は翔陽さんや作田さんや傑さんに確認しながら整理します,Slack #speeda-seo-fy2025
<@U012NLARB6D> 来週のSEO会議で、データフィード事業関連の新商品の起案をしたく、10～15分ほどいただけますか？資料は以下になります。 <https://www.notion.so/uzabase/2025-02-04-SEO-18a58a33603580e2a210e8ab7efce666>,<@U012NLARB6D> 来週のSEO会議で、データフィード事業関連の新商品の起案をしたく、10～15分ほどいただけますか？資料は以下になります。 <https://www.notion.so/uzabase/2025-02-04-SEO-18a58a33603580e2a210e8ab7efce666>,Slack #speeda-seo-fy2025
<@U06FZPTPL6N> 上の資料に記載しているんですが、データフィードの対応の中で、以下のデータハブ単体＋スタートアップ情報連携オプションの提供を、4月中旬目途で開始できるよう進めようと思います。  あと遅延リスクの共有ですが、この商品はパートナー契約の関係で「顧客企業データハブ」として販売しないといけない一方で、データフィード用に規約をいろいろ設定しないといけないはずなので、この両立をLegal/CPTで整理するのにすこし時間がかかる気がしてます。,<@U06FZPTPL6N> 上の資料に記載しているんですが、データフィードの対応の中で、以下のデータハブ単体＋スタートアップ情報連携オプションの提供を、4月中旬目途で開始できるよう進めようと思います。  あと遅延リスクの共有ですが、この商品はパートナー契約の関係で「顧客企業データハブ」として販売しないといけない一方で、データフィード用に規約をいろいろ設定しないといけないはずなので、この両立をLegal/CPTで整理するのにすこし時間がかかる気がしてます。,Slack #speeda-seo-fy2025
"<@U06FZPTPL6N> すみません、P8,9に「データハブ」という言葉が見当たらないんですが、どれでしょうか？（認識がずれてしまうので、言葉は完全に揃えられればと）","<@U06FZPTPL6N> すみません、P8,9に「データハブ」という言葉が見当たらないんですが、どれでしょうか？（認識がずれてしまうので、言葉は完全に揃えられればと）",Slack #speeda-seo-fy2025
ちょっと僕だけでは正確には回答できないんですが（CPT/Legal/Opsに跨るので）、感覚的には、パートナー交渉が発生しないように進める前提だと、自社組成データだけでもあまり時間は変わらないと思いますね。  太田さんとももともと「自社組成データとパートナーデータのデータ保護方針は変えないようにしよう」と決めています。自社データも重要な資産なので保護しないといけないのと、それぞれで管理強度を変えると、契約プランに使用されるデータの組み合わせ次第で、非常に複雑な分岐が発生して、社内外ともに混乱するので。  ただ、この点はいまのSEOのコンセンサスにはなってないと思うので、改めて確認しましょうか。,ちょっと僕だけでは正確には回答できないんですが（CPT/Legal/Opsに跨るので）、感覚的には、パートナー交渉が発生しないように進める前提だと、自社組成データだけでもあまり時間は変わらないと思いますね。  太田さんとももともと「自社組成データとパートナーデータのデータ保護方針は変えないようにしよう」と決めています。自社データも重要な資産なので保護しないといけないのと、それぞれで管理強度を変えると、契約プランに使用されるデータの組み合わせ次第で、非常に複雑な分岐が発生して、社内外ともに混乱するので。  ただ、この点はいまのSEOのコンセンサスにはなってないと思うので、改めて確認しましょうか。,Slack #speeda-seo-fy2025
<@U06FZPTPL6N> なるほど。「ライセンス+パッケージ」と記載があるんですが、このライセンスって「ユーザーライセンス」ですよね？だとすると、データフィードのプランとは別物になりますね。  データフィード用のプランと被る部分があまり無くて、それぞれ進める感じになりそうです（ただ、リストアップ&エンリッチ&リサーチプランの方が、Ops/IT/Legal等の対応はだいぶ軽い）,<@U06FZPTPL6N> なるほど。「ライセンス+パッケージ」と記載があるんですが、このライセンスって「ユーザーライセンス」ですよね？だとすると、データフィードのプランとは別物になりますね。  データフィード用のプランと被る部分があまり無くて、それぞれ進める感じになりそうです（ただ、リストアップ&エンリッチ&リサーチプランの方が、Ops/IT/Legal等の対応はだいぶ軽い）,Slack #speeda-seo-fy2025
<@U8PQH8JUT> <@U0128F6A6TX> 追加投資の相談です。 SPコンサルの計画比上振れに伴い、今年の*4Q時点でSOのリソースが3.2名分足りなくなる*という見込みになっています（<https://docs.google.com/spreadsheets/d/1bDgu0XQSw_AhnVJOgtjBQnFuGP4cSxFRiAQh9GnJYK0/edit?gid=374021012#gid=374021012|参考URL>）。これに伴い、正社員1名+アルバイト2.2名の採用を進めさせてもらいたいと考えています。  既存の採用枠の付け替え・タイトルダウンなどやりくりして圧縮したのですが、結論、*FY25で160万円、FY26で920万円ほどの追加投資*が必要になると試算しています。FP&amp;Aにて詳細試算前なので数10万円程度はぶれると思います。この追加投資について、どこで起案するのがいいでしょうか？（コーポレート？）SPコンサルの見込み更新・AE追加採用とセットで考える必要があるかなと。  ちなみに、昨年秋時点のSPコンサルの計画でも、2025/4Qには1.7名が足りなくなる想定でしたが、金子さん・作田さんなどと会話して「まだ売上が不透明だから、1Qの結果を経て判断しよう」ということになっていたため、このタイミングでの追加投資の起案となっています。,<@U8PQH8JUT> <@U0128F6A6TX> 追加投資の相談です。 SPコンサルの計画比上振れに伴い、今年の*4Q時点でSOのリソースが3.2名分足りなくなる*という見込みになっています（<https://docs.google.com/spreadsheets/d/1bDgu0XQSw_AhnVJOgtjBQnFuGP4cSxFRiAQh9GnJYK0/edit?gid=374021012#gid=374021012|参考URL>）。これに伴い、正社員1名+アルバイト2.2名の採用を進めさせてもらいたいと考えています。  既存の採用枠の付け替え・タイトルダウンなどやりくりして圧縮したのですが、結論、*FY25で160万円、FY26で920万円ほどの追加投資*が必要になると試算しています。FP&amp;Aにて詳細試算前なので数10万円程度はぶれると思います。この追加投資について、どこで起案するのがいいでしょうか？（コーポレート？）SPコンサルの見込み更新・AE追加採用とセットで考える必要があるかなと。  ちなみに、昨年秋時点のSPコンサルの計画でも、2025/4Qには1.7名が足りなくなる想定でしたが、金子さん・作田さんなどと会話して「まだ売上が不透明だから、1Qの結果を経て判断しよう」ということになっていたため、このタイミングでの追加投資の起案となっています。,Slack #speeda-seo-fy2025
<@U3Z46KG4B> データフィードについて、先週時点だと確か「データハブ+分析モデル1」が基本で、オプションとしてスタートアップ情報連携だったかと思うんですが、この「データハブ+分析モデル1」の部分って無くなりました？それともスクショの中に内包されています？,<@U3Z46KG4B> データフィードについて、先週時点だと確か「データハブ+分析モデル1」が基本で、オプションとしてスタートアップ情報連携だったかと思うんですが、この「データハブ+分析モデル1」の部分って無くなりました？それともスクショの中に内包されています？,Slack #speeda-seo-fy2025
<@U8PQH8JUT> 了解です。FY25の予算範囲内での「採用枠の付替」＋「アルバイト追加」については論点無いと思うので、安田さんと連携してまずはそれを先行して進めますね。,<@U8PQH8JUT> 了解です。FY25の予算範囲内での「採用枠の付替」＋「アルバイト追加」については論点無いと思うので、安田さんと連携してまずはそれを先行して進めますね。,Slack #speeda-seo-fy2025
<@U3LBCLTAL> ありがとうございます。 そして申し訳ないんですが、体調管理のため（そしていま体調壊してて）、No Meetingには経営会議と緊急性の高いMTG以外入れないようにしているので、別日程にさせてもらえますか。なる早の日程にするようマネジメントサポートに調整依頼しますね,<@U3LBCLTAL> ありがとうございます。 そして申し訳ないんですが、体調管理のため（そしていま体調壊してて）、No Meetingには経営会議と緊急性の高いMTG以外入れないようにしているので、別日程にさせてもらえますか。なる早の日程にするようマネジメントサポートに調整依頼しますね,Slack #speeda-seo-fy2025
ありがとうございます。大丈夫です。  一点、大前提として経営戦略リストのオーナーはもともと作田さん・翔陽さんだった認識なんですが、それが守屋さんになるのかどうか、明確にしておいたほうがいいかと思います（事業戦略との接続を担う重要な役割なので）。 ※もちろん今回の整理には大感謝しているので、今後の運用のための提案と捉えていただければと思います,ありがとうございます。大丈夫です。  一点、大前提として経営戦略リストのオーナーはもともと作田さん・翔陽さんだった認識なんですが、それが守屋さんになるのかどうか、明確にしておいたほうがいいかと思います（事業戦略との接続を担う重要な役割なので）。 ※もちろん今回の整理には大感謝しているので、今後の運用のための提案と捉えていただければと思います,Slack #speeda-seo-fy2025
<@U3Z46KG4B> ちょっと相談です。データフィードの2nd step（Agentforce接続）やスピーダモバイルなどを、社内向けにもリリースして生産性を上げることができないか検討したいと考えています。必要に応じてITのメンバーにも入ってもらって社内のSalesforceへの接続など進めたく、どのように進めるのがいいでしょうか？（外販を待つ必要があるか、それとも社内向けに先行リリースすることを検討可能か）,<@U3Z46KG4B> ちょっと相談です。データフィードの2nd step（Agentforce接続）やスピーダモバイルなどを、社内向けにもリリースして生産性を上げることができないか検討したいと考えています。必要に応じてITのメンバーにも入ってもらって社内のSalesforceへの接続など進めたく、どのように進めるのがいいでしょうか？（外販を待つ必要があるか、それとも社内向けに先行リリースすることを検討可能か）,Slack #speeda-seo-fy2025
了解です。そしたら日程調整依頼しますね,了解です。そしたら日程調整依頼しますね,Slack #speeda-seo-fy2025
<@U012NLARB6D> ありがとうございます。だいぶ網羅的に書いてくれているので気になるところはなく、いったんこれで大丈夫だと思います。,<@U012NLARB6D> ありがとうございます。だいぶ網羅的に書いてくれているので気になるところはなく、いったんこれで大丈夫だと思います。,Slack #speeda-seo-fy2025
<@U06FZPTPL6N> <@U3LBCLTAL> 方針の相談です。いま各契約プランからSPINERへの切り替え対応可否は、添付のスクショのような状態になっています。これについて、*①「契約満了の切替」についてはすべてOK、②「期間途中の切替」についてはすべてNG*、として整理したいと考えているのですが、いかがでしょうか？  • ①②ともに対応しない場合の顧客デメリット     ◦ IDが全く新しくなる         ▪︎ 再度登録する手間が発生する         ▪︎ 過去IDで利用・保存していたデータで、技術的に移管できないものはお客様側で再設定いただく、SDとのチャットデータ等は完全に無くなる     ◦ 有料レポートが失効する         ▪︎ 有料レポートは完全解約の場合引き継げない、としている     ◦ ちなみに、残チケットも失効するが、失効して使えなかった分は「無償提供してほしい」といった事業部の要望が多いため、現状では、通常のチケット移管と同じ移管対応を行っており、実質、完全解約だとしても残チケットは保障されている • なので①or②の対応はしたほうが良いが、②はそもそも契約の期中解約なので、標準化するべきではない。①のみ対応可とする。（②は対応するとしても超イレギュラー扱い）,<@U06FZPTPL6N> <@U3LBCLTAL> 方針の相談です。いま各契約プランからSPINERへの切り替え対応可否は、添付のスクショのような状態になっています。これについて、*①「契約満了の切替」についてはすべてOK、②「期間途中の切替」についてはすべてNG*、として整理したいと考えているのですが、いかがでしょうか？  • ①②ともに対応しない場合の顧客デメリット     ◦ IDが全く新しくなる         ▪︎ 再度登録する手間が発生する         ▪︎ 過去IDで利用・保存していたデータで、技術的に移管できないものはお客様側で再設定いただく、SDとのチャットデータ等は完全に無くなる     ◦ 有料レポートが失効する         ▪︎ 有料レポートは完全解約の場合引き継げない、としている     ◦ ちなみに、残チケットも失効するが、失効して使えなかった分は「無償提供してほしい」といった事業部の要望が多いため、現状では、通常のチケット移管と同じ移管対応を行っており、実質、完全解約だとしても残チケットは保障されている • なので①or②の対応はしたほうが良いが、②はそもそも契約の期中解約なので、標準化するべきではない。①のみ対応可とする。（②は対応するとしても超イレギュラー扱い）,Slack #speeda-seo-fy2025
<@U3LBCLTAL> あ、そうなんですね。ちょっとOps内で意図を確認しようと思います。（標準的にOKにするつもりなのか、原則NGだが承認ありでOKにするつもりなのか）,<@U3LBCLTAL> あ、そうなんですね。ちょっとOps内で意図を確認しようと思います。（標準的にOKにするつもりなのか、原則NGだが承認ありでOKにするつもりなのか）,Slack #speeda-seo-fy2025
<@U06FZPTPL6N> <@U3LBCLTAL> こちらOps内で確認したんですが、すみませんが僕の認識がちょっとずれてて、現在でも期中のプラン切替は承認無しなんですね。ただダウンセルの場合には13番を取得するなど、別途承認を取る構造でした。  なので、冒頭の投稿の*②「期間途中の切替」についてはすべてNG*については文言変えて、*②「期間途中の切替」についてはすべて「契約満了」の対応とそろえる*、にできればと考えています。  そしてもう一点なんですが、冒頭の①は*R&D、TeamsなどからSPINERへの切り替えや、その逆が論点になると思っています。*これらをニーズベースで業務設計・検証・リリースする形になっていますが、どれも乗り換えを可にしたほうが顧客メリット（過去データの移管など）があり、業務上の分岐も減ってわかりやすいので、整理できればと考えてます。,<@U06FZPTPL6N> <@U3LBCLTAL> こちらOps内で確認したんですが、すみませんが僕の認識がちょっとずれてて、現在でも期中のプラン切替は承認無しなんですね。ただダウンセルの場合には13番を取得するなど、別途承認を取る構造でした。  なので、冒頭の投稿の*②「期間途中の切替」についてはすべてNG*については文言変えて、*②「期間途中の切替」についてはすべて「契約満了」の対応とそろえる*、にできればと考えています。  そしてもう一点なんですが、冒頭の①は*R&D、TeamsなどからSPINERへの切り替えや、その逆が論点になると思っています。*これらをニーズベースで業務設計・検証・リリースする形になっていますが、どれも乗り換えを可にしたほうが顧客メリット（過去データの移管など）があり、業務上の分岐も減ってわかりやすいので、整理できればと考えてます。,Slack #speeda-seo-fy2025
&gt; そうなると、新SPからの期中変更も「可」ってことですかね？ はい、そうなりますね。「契約プランを変更した際に、同一のプロダクトを内包する場合には、顧客側データを引き継ぐ」という思想なので、データハブパッケージからデータハブ単体に切り替えたり、SPSUからSPINERに切り替える場合にも適用されるイメージです。  仲地さんやおかゆさん交えて会話するのでも大丈夫です。ミーティングセットしますね,&gt; そうなると、新SPからの期中変更も「可」ってことですかね？ はい、そうなりますね。「契約プランを変更した際に、同一のプロダクトを内包する場合には、顧客側データを引き継ぐ」という思想なので、データハブパッケージからデータハブ単体に切り替えたり、SPSUからSPINERに切り替える場合にも適用されるイメージです。  仲地さんやおかゆさん交えて会話するのでも大丈夫です。ミーティングセットしますね,Slack #speeda-seo-fy2025
ありがとうございます。 先日コメントしたのですが、今回の整理によって解消したい課題（現在の問題点）の言語化が無いため、「課題認識が全体で揃っているのか」「いまの案が課題をきちんと解消できるのか」がわからない状態になっているかと思います。  なので「なにが問題なのか」をあらためて言語化して深ぼる必要があるように思います。（逆にこれが明確になれば、対応方針は自然と定まり、合意形成も容易になる）,ありがとうございます。 先日コメントしたのですが、今回の整理によって解消したい課題（現在の問題点）の言語化が無いため、「課題認識が全体で揃っているのか」「いまの案が課題をきちんと解消できるのか」がわからない状態になっているかと思います。  なので「なにが問題なのか」をあらためて言語化して深ぼる必要があるように思います。（逆にこれが明確になれば、対応方針は自然と定まり、合意形成も容易になる）,Slack #speeda-seo-fy2025
遅くまでありがとうございます。だいぶ論理的飛躍が減ってわかるようになった気がします。  あとはもし「システム・オペレーションの課題」「契約の課題」など事業部オーナーでは無いところの課題解消をスコープに含めるのだとしたら、ITやOpsやリーガルなどにも具体的な課題をヒアリングして、解決する項目に含めたほうがいいかなと思います。（そうしないと、課題認識がずれて、戦略が不整合になってしまう）。  そして似た観点ですが、 <https://uzabase.enterprise.slack.com/archives/C07V71L6F8E/p1733372479141329|以前決めた> ように、料金設計や契約スキーム（How）はOps（張替）がオーナーなので、P11-12は僕のほうで記載させてもらえればと思います。それか<https://www.notion.so/uzabase/2024-7-0f089fdc00ba4350968520adeb3a3fcf|こちら>に集約する。  一方で、P12-13の一部に記載している「ユーザー数増減と契約年数長短に伴う割引を必須でなくし現場に裁量を委ねる」「条件付き割引オプションを充実させラインナップしていく（随時追加）」など、何を実現するか（What）の定義は事業オーナーで決めることだと思うので、それは記載してもらっていいと思います。,遅くまでありがとうございます。だいぶ論理的飛躍が減ってわかるようになった気がします。  あとはもし「システム・オペレーションの課題」「契約の課題」など事業部オーナーでは無いところの課題解消をスコープに含めるのだとしたら、ITやOpsやリーガルなどにも具体的な課題をヒアリングして、解決する項目に含めたほうがいいかなと思います。（そうしないと、課題認識がずれて、戦略が不整合になってしまう）。  そして似た観点ですが、 <https://uzabase.enterprise.slack.com/archives/C07V71L6F8E/p1733372479141329|以前決めた> ように、料金設計や契約スキーム（How）はOps（張替）がオーナーなので、P11-12は僕のほうで記載させてもらえればと思います。それか<https://www.notion.so/uzabase/2024-7-0f089fdc00ba4350968520adeb3a3fcf|こちら>に集約する。  一方で、P12-13の一部に記載している「ユーザー数増減と契約年数長短に伴う割引を必須でなくし現場に裁量を委ねる」「条件付き割引オプションを充実させラインナップしていく（随時追加）」など、何を実現するか（What）の定義は事業オーナーで決めることだと思うので、それは記載してもらっていいと思います。,Slack #speeda-seo-fy2025
<@U012NLARB6D> すみません、ちょっと遅れます,<@U012NLARB6D> すみません、ちょっと遅れます,Slack #speeda-seo-fy2025
<@U3LBCLTAL> ありがとうございます。販売プランのほうはいったん大丈夫です。プラン切り替えについては、CEO承認の稟議項目が設定されているわけでもないオペレーティブなテーマなので、Opsx業務会議で会話して決めればいいかなと思います。  参考: もともと各会議体での営業管理領域のアジェンダはスクショのように設定してます（ <https://www.notion.so/uzabase/2024-12-10-15758a336035809889bce4c62363cba0?pvs=4|Notionはこちら>）,<@U3LBCLTAL> ありがとうございます。販売プランのほうはいったん大丈夫です。プラン切り替えについては、CEO承認の稟議項目が設定されているわけでもないオペレーティブなテーマなので、Opsx業務会議で会話して決めればいいかなと思います。  参考: もともと各会議体での営業管理領域のアジェンダはスクショのように設定してます（ <https://www.notion.so/uzabase/2024-12-10-15758a336035809889bce4c62363cba0?pvs=4|Notionはこちら>）,Slack #speeda-seo-fy2025
なお、個別でプラン切り替えの会話をしてるのは認識してるので、暫定対応の方針は別途Opsメンバーに連携しようと思います。（今日一件、PID短期→SPINER標準の対応方針をOps内で会話したので、同様に暫定方針を作ろうと思います）,なお、個別でプラン切り替えの会話をしてるのは認識してるので、暫定対応の方針は別途Opsメンバーに連携しようと思います。（今日一件、PID短期→SPINER標準の対応方針をOps内で会話したので、同様に暫定方針を作ろうと思います）,Slack #speeda-seo-fy2025
<@U06FZPTPL6N> 相談です。1月からレベニュー経営会議に参加しているんですが、あまり貢献できることがないので、不参加に変更してもいいでしょうか。  もちろん何かできることがあればやるので、都度インバイトしてもらったり、会議後にテキストやMTGで相談するなりSEO会議に持ってきてもらうのは全然大丈夫です。そしてもし参加したほうが良い状況になったら、再度参加させてもらえればと思っています。,<@U06FZPTPL6N> 相談です。1月からレベニュー経営会議に参加しているんですが、あまり貢献できることがないので、不参加に変更してもいいでしょうか。  もちろん何かできることがあればやるので、都度インバイトしてもらったり、会議後にテキストやMTGで相談するなりSEO会議に持ってきてもらうのは全然大丈夫です。そしてもし参加したほうが良い状況になったら、再度参加させてもらえればと思っています。,Slack #speeda-seo-fy2025
<@U012NLARB6D> 大したことではないんですが、このチャネルの名称が「svp」のままになってるので、「seo」に変更したほうが良いかと思います,<@U012NLARB6D> 大したことではないんですが、このチャネルの名称が「svp」のままになってるので、「seo」に変更したほうが良いかと思います,Slack #speeda-seo-fy2025
"検証（というより評価）が必要な仮説の案としては、以下を挙げますね。当日扱うかどうかはお任せします。  • 販売関連     ◦ SPINERの成否     ◦ MAUプランの成否     ◦ 法プレ販売の成否     ◦ リブランディングの成否     ◦ 取次契約の成否     ◦ IPRD「国際情勢インテリジェンス講座」の成否     ◦ SPEEDA Researchersの成否 • IT関連     ◦ スピーダSalesforceへの移行の成否 • 組織関連     ◦ 顧客起点組織への転換の成否（FY24, FY25）","検証（というより評価）が必要な仮説の案としては、以下を挙げますね。当日扱うかどうかはお任せします。  • 販売関連     ◦ SPINERの成否     ◦ MAUプランの成否     ◦ 法プレ販売の成否     ◦ リブランディングの成否     ◦ 取次契約の成否     ◦ IPRD「国際情勢インテリジェンス講座」の成否     ◦ SPEEDA Researchersの成否 • IT関連     ◦ スピーダSalesforceへの移行の成否 • 組織関連     ◦ 顧客起点組織への転換の成否（FY24, FY25）",Slack #speeda-seo-fy2025
今日の話を聞いていると、計画策定時点でR&amp;Dへの上長/FP＆Aによるガバナンスも足りなそうな気がしました。期初計画策定時点で、無理がない状態で動き出せるようにガバナンスを強化したほうが良いかなと。,今日の話を聞いていると、計画策定時点でR&amp;Dへの上長/FP＆Aによるガバナンスも足りなそうな気がしました。期初計画策定時点で、無理がない状態で動き出せるようにガバナンスを強化したほうが良いかなと。,Slack #speeda-seo-fy2025
<@U8PQH8JUT> 3月からスピーダ販売プランの最適化を進めていこうと思うんですが、FP&amp;A・経理から誰かアサインお願いできますか？価格設定や、商談・売上計上レコードなどのテーマに入ってもらうことになるかと思います。,<@U8PQH8JUT> 3月からスピーダ販売プランの最適化を進めていこうと思うんですが、FP&amp;A・経理から誰かアサインお願いできますか？価格設定や、商談・売上計上レコードなどのテーマに入ってもらうことになるかと思います。,Slack #speeda-seo-fy2025
他の組織からは以下の担当で進めようと思っています。 • PM・全体戦略策定：張替・岡崎 • 営業：山本 • PdM：西川 • リーガル：服部,他の組織からは以下の担当で進めようと思っています。 • PM・全体戦略策定：張替・岡崎 • 営業：山本 • PdM：西川 • リーガル：服部,Slack #speeda-seo-fy2025
<@U012NLARB6D> あれ、集約前のタブに以下の2テーマが見当たらないんですが、消えてます？ &gt; スピーダプランの整備 &gt; 顧客完結型の契約変更機能リリース,<@U012NLARB6D> あれ、集約前のタブに以下の2テーマが見当たらないんですが、消えてます？ &gt; スピーダプランの整備 &gt; 顧客完結型の契約変更機能リリース,Slack #speeda-seo-fy2025
<@U06FZPTPL6N> <@U3Z46KG4B> 経営合宿の「事業仮説の検証」　のなかで、期初に設定した「アップサイド」の状況確認をすることを検討しています。ちょっと手元ですぐにアップサイドリストが見つからなかったんですが、資料を共有お願いできませんか？ （たぶん事業計画のアップサイドの数字のもとになっていると思うので、できれば項目ごとに売上・利益数値があればベストです）,<@U06FZPTPL6N> <@U3Z46KG4B> 経営合宿の「事業仮説の検証」　のなかで、期初に設定した「アップサイド」の状況確認をすることを検討しています。ちょっと手元ですぐにアップサイドリストが見つからなかったんですが、資料を共有お願いできませんか？ （たぶん事業計画のアップサイドの数字のもとになっていると思うので、できれば項目ごとに売上・利益数値があればベストです）,Slack #speeda-seo-fy2025
<@U3Z46KG4B> あざっす。すみませんが、アクセス権がなかったのでリクエストしました,<@U3Z46KG4B> あざっす。すみませんが、アクセス権がなかったのでリクエストしました,Slack #speeda-seo-fy2025
<@U3LBCLTAL> 個別案件の優先度の確認です。（営業メンバーから依頼をもらっている状況です）  ヤマト運輸様のSPINER⇒SPSUの切り替えについて、これまでに発生していないパターンなので、業務確認・検証が必要です。 営業メンバーからは「3/4(火）には申込書をもらいたい」と連絡をもらっているので、優先度を確認させてもらえますか？（緊急/1軍/2軍/3軍） ※「緊急」は法的リスクへの至急対応や最重要顧客からの至急対応リクエストの想定です  <https://uzabase.enterprise.slack.com/archives/CSH87BYCW/p1739157677135939|https://uzabase.enterprise.slack.com/archives/CSH87BYCW/p1739157677135939>,<@U3LBCLTAL> 個別案件の優先度の確認です。（営業メンバーから依頼をもらっている状況です）  ヤマト運輸様のSPINER⇒SPSUの切り替えについて、これまでに発生していないパターンなので、業務確認・検証が必要です。 営業メンバーからは「3/4(火）には申込書をもらいたい」と連絡をもらっているので、優先度を確認させてもらえますか？（緊急/1軍/2軍/3軍） ※「緊急」は法的リスクへの至急対応や最重要顧客からの至急対応リクエストの想定です  <https://uzabase.enterprise.slack.com/archives/CSH87BYCW/p1739157677135939|https://uzabase.enterprise.slack.com/archives/CSH87BYCW/p1739157677135939>,Slack #speeda-seo-fy2025
<@U3LBCLTAL> すみません、4/15って何によって決まった期日なのでしょうか？,<@U3LBCLTAL> すみません、4/15って何によって決まった期日なのでしょうか？,Slack #speeda-seo-fy2025
<@U3LBCLTAL> ちょっと伝えるニュアンスが難しいんですが、現行の運用だと「いったんチャーンしてから新規契約する」が正で、これは回りますよね。なので上の個別案件もこの対応が可能です（4/15もこれで対応できる）。解約新規で対応するとか、アカウントデータを引き継ぐなどはあるかもしれませんが。  そうすると、「SPINER⇒SPSUの切り替えを可にする」を進める期日はあるのだろうか、という感覚です。もしこのニーズが複数あったら重要性は1軍にはなると思うんですが、本当の意味での「緊急」にはならないのではないかと思いました。,<@U3LBCLTAL> ちょっと伝えるニュアンスが難しいんですが、現行の運用だと「いったんチャーンしてから新規契約する」が正で、これは回りますよね。なので上の個別案件もこの対応が可能です（4/15もこれで対応できる）。解約新規で対応するとか、アカウントデータを引き継ぐなどはあるかもしれませんが。  そうすると、「SPINER⇒SPSUの切り替えを可にする」を進める期日はあるのだろうか、という感覚です。もしこのニーズが複数あったら重要性は1軍にはなると思うんですが、本当の意味での「緊急」にはならないのではないかと思いました。,Slack #speeda-seo-fy2025
<@U3LBCLTAL> なるほど、そしたら「SPINER⇒SPSUの切り替えを可にする」はしない想定にしますね。そしてこの個別対応はルール変更ではなくイレギュラーとして対応するようにしようと思います。,<@U3LBCLTAL> なるほど、そしたら「SPINER⇒SPSUの切り替えを可にする」はしない想定にしますね。そしてこの個別対応はルール変更ではなくイレギュラーとして対応するようにしようと思います。,Slack #speeda-seo-fy2025
<@U012NLARB6D> 今日コーポレートで追加投資の議論をしたんですが、スピーダはいつ議論予定でしょうか？一部、「これはスピーダ経営会議で投資を協議しましょう」となった投資項目があったので、タイミングを知りたく。,<@U012NLARB6D> 今日コーポレートで追加投資の議論をしたんですが、スピーダはいつ議論予定でしょうか？一部、「これはスピーダ経営会議で投資を協議しましょう」となった投資項目があったので、タイミングを知りたく。,Slack #speeda-seo-fy2025
