question,answer,source
<@UFV0JQ5N0> さっきの営業リサーチ等の初期費用の扱いについては、以下の起案リストに記載お願いできますか <https://www.notion.so/uzabase/4adbfdf194c549868487ec669c8f5065?v=0d04bc88949c46b3aee3fa286c53fe4f>,<@UFV0JQ5N0> さっきの営業リサーチ等の初期費用の扱いについては、以下の起案リストに記載お願いできますか <https://www.notion.so/uzabase/4adbfdf194c549868487ec669c8f5065?v=0d04bc88949c46b3aee3fa286c53fe4f>,Slack #corp-ops-opsplan-all
スピーダSalesforceのシステム設計図 <https://www.figma.com/board/GG3ewFZ70pmIr9J9pMqCTn/%E3%82%B9%E3%82%B1%E3%83%BC%E3%83%AB%E3%81%A7%E3%81%8D%E3%82%8B%E7%B5%84%E7%B9%94-%E6%A6%82%E8%A6%81%E8%A8%AD%E8%A8%88%E3%83%BB%E6%A5%AD%E5%8B%99%E3%83%95%E3%83%AD%E3%83%BC?node-id=30-1135&amp;t=YDCGUNT6iZspDjus-4|https://www.figma.com/board/GG3ewFZ70pmIr9J9pMqCTn/%E3%82%B9%E3%82%B1%E3%83%BC%E3%8[…]3%83%95%E3%83%AD%E3%83%BC?node-id=30-1135&amp;t=YDCGUNT6iZspDjus-4>,スピーダSalesforceのシステム設計図 <https://www.figma.com/board/GG3ewFZ70pmIr9J9pMqCTn/%E3%82%B9%E3%82%B1%E3%83%BC%E3%83%AB%E3%81%A7%E3%81%8D%E3%82%8B%E7%B5%84%E7%B9%94-%E6%A6%82%E8%A6%81%E8%A8%AD%E8%A8%88%E3%83%BB%E6%A5%AD%E5%8B%99%E3%83%95%E3%83%AD%E3%83%BC?node-id=30-1135&amp;t=YDCGUNT6iZspDjus-4|https://www.figma.com/board/GG3ewFZ70pmIr9J9pMqCTn/%E3%82%B9%E3%82%B1%E3%83%BC%E3%8[…]3%83%95%E3%83%AD%E3%83%BC?node-id=30-1135&amp;t=YDCGUNT6iZspDjus-4>,Slack #corp-ops-opsplan-all
<@UF7LFC47M> Chinaの金額改定が進んでいるんですが、契約プラン名を変えたく（既存のプランと重複している）、もしプロジェクトチャネル等知っていたらインバイトお願いできますか？安斎さんと会話したく。,<@UF7LFC47M> Chinaの金額改定が進んでいるんですが、契約プラン名を変えたく（既存のプランと重複している）、もしプロジェクトチャネル等知っていたらインバイトお願いできますか？安斎さんと会話したく。,Slack #corp-ops-opsplan-all
<!subteam^S07B1LXAWRY> スピーダ事業の売上関連細則が実態に即していなかったので、変更の素案を作りました。以下の点を変更しています。 • リブランディングに伴うサービス名称の変更 • 組織変更に伴う組織名称の変更（SaaS⇒Speeda） • Ops Planning  Div LとOps Order Div Lの承認の分離 • SPSC (スピーダコンサル)に対する権限規定の設定 <https://docs.google.com/spreadsheets/d/15QIWcf8GIOep8JzyZLtrQl2jjtf8JgN66-1CfezxK6Y/edit?gid=556718577#gid=556718577>  一度目を通していただき、FBがあれば今週金曜の定例でコメントもらえますか？,<!subteam^S07B1LXAWRY> スピーダ事業の売上関連細則が実態に即していなかったので、変更の素案を作りました。以下の点を変更しています。 • リブランディングに伴うサービス名称の変更 • 組織変更に伴う組織名称の変更（SaaS⇒Speeda） • Ops Planning  Div LとOps Order Div Lの承認の分離 • SPSC (スピーダコンサル)に対する権限規定の設定 <https://docs.google.com/spreadsheets/d/15QIWcf8GIOep8JzyZLtrQl2jjtf8JgN66-1CfezxK6Y/edit?gid=556718577#gid=556718577>  一度目を通していただき、FBがあれば今週金曜の定例でコメントもらえますか？,Slack #corp-ops-opsplan-all
<@UFV0JQ5N0> <@UF7LFC47M> ここに記載してる「要対応」のところや「イメージ」のあたりの具体的な実現方法を検討したく、17:30-18:00で会話できます？ <https://www.notion.so/uzabase/2024-09-10-8d52973ea9f246758f32086fb88b8194>,<@UFV0JQ5N0> <@UF7LFC47M> ここに記載してる「要対応」のところや「イメージ」のあたりの具体的な実現方法を検討したく、17:30-18:00で会話できます？ <https://www.notion.so/uzabase/2024-09-10-8d52973ea9f246758f32086fb88b8194>,Slack #corp-ops-opsplan-all
<@UFV0JQ5N0> パートナーによる提供スキームの設計・構築について、結構複雑かつ新しいスキームなので、ある程度業務フローが整理できたらどこかのスピーダ経営会議で起案して口頭で説明しましょうか。（いずれにせよ承認が必要になるはずなので）,<@UFV0JQ5N0> パートナーによる提供スキームの設計・構築について、結構複雑かつ新しいスキームなので、ある程度業務フローが整理できたらどこかのスピーダ経営会議で起案して口頭で説明しましょうか。（いずれにせよ承認が必要になるはずなので）,Slack #corp-ops-opsplan-all
"<@UF7LFC47M> スピーダSalesforceに移行することで、SPINERの以下の制約のうちいくつかが外せると思うんですが、具体的にどれが外せるか教えてもらえますか？来期のSPINERの展開に影響が大きいので把握しておきたく。おそらく、3, 4, 5, 6あたり？  ```※1 日本に所在している利用法人との契約に適用 ※2 同一利用法人毎の既存累積ID数に依るボリュームディスカウントは非適用 ※3 その他ディスカウント非適用（非適用対象：売上関連細則#1(#2～11に記載の無い月額利用料・標準価格からの変更)、#2(ID・サービスの無償供与（カスタムリサーチサービス・MMRトライアル・チケット・各種特典含む）)、及び「LEND_グループディスカウント(旧: SPT単価決済資料) 」「CFCD_グループディスカウント(旧: SPEEDA_個社深耕価格対応一括決裁)」にて新SPEEDAの個社別決済を取得し適用する事） ※4 契約期間は12か月間かつ自動更新のみ可能（非適用対象：売上関連細則#14、#15、#16） ※5 年一括払い、かつ利用規約通りの支払サイクルのみ可能（非適用対象：売上関連細則#28、#29、#30、#31） ※6 新規契約、または解約新規による切替(条件あり)での提供が可能。(切替対応不可パターンは右記の通り。①契約期間途中の場合、②解約通知期限超過後の場合) ※7 オプションは下記に限って利用可能とする。 　　① SPERオプションチケット 　　② Excel Plugin(解約新規を伴わない新規申込、かつ新規申込時に限る。※新規申込締結完了以降の追加は不可) 販売価格はスピーダ 経済情報リサーチオプションの標準価格表に準ずる。 ※8 同時アクセスデバイス数=ユーザー数となります。```","<@UF7LFC47M> スピーダSalesforceに移行することで、SPINERの以下の制約のうちいくつかが外せると思うんですが、具体的にどれが外せるか教えてもらえますか？来期のSPINERの展開に影響が大きいので把握しておきたく。おそらく、3, 4, 5, 6あたり？  ```※1 日本に所在している利用法人との契約に適用 ※2 同一利用法人毎の既存累積ID数に依るボリュームディスカウントは非適用 ※3 その他ディスカウント非適用（非適用対象：売上関連細則#1(#2～11に記載の無い月額利用料・標準価格からの変更)、#2(ID・サービスの無償供与（カスタムリサーチサービス・MMRトライアル・チケット・各種特典含む）)、及び「LEND_グループディスカウント(旧: SPT単価決済資料) 」「CFCD_グループディスカウント(旧: SPEEDA_個社深耕価格対応一括決裁)」にて新SPEEDAの個社別決済を取得し適用する事） ※4 契約期間は12か月間かつ自動更新のみ可能（非適用対象：売上関連細則#14、#15、#16） ※5 年一括払い、かつ利用規約通りの支払サイクルのみ可能（非適用対象：売上関連細則#28、#29、#30、#31） ※6 新規契約、または解約新規による切替(条件あり)での提供が可能。(切替対応不可パターンは右記の通り。①契約期間途中の場合、②解約通知期限超過後の場合) ※7 オプションは下記に限って利用可能とする。 　　① SPERオプションチケット 　　② Excel Plugin(解約新規を伴わない新規申込、かつ新規申込時に限る。※新規申込締結完了以降の追加は不可) 販売価格はスピーダ 経済情報リサーチオプションの標準価格表に準ずる。 ※8 同時アクセスデバイス数=ユーザー数となります。```",Slack #corp-ops-opsplan-all
<@UFV0JQ5N0> <@UF7LFC47M> 技術情報リサーチについて、こないだ話しながら作ったこちらの変更案で、竜さんと認識合いました。これから佐久間さんにテキストベースで確認依頼して、大丈夫であれば、いま進んでいる申請を変更して進めましょう。 <https://docs.google.com/spreadsheets/d/1tpHuvFPLuAMqJWJz2_MMVn99M18ov3oJDk11Q5EGwGQ/edit?gid=0#gid=0>,<@UFV0JQ5N0> <@UF7LFC47M> 技術情報リサーチについて、こないだ話しながら作ったこちらの変更案で、竜さんと認識合いました。これから佐久間さんにテキストベースで確認依頼して、大丈夫であれば、いま進んでいる申請を変更して進めましょう。 <https://docs.google.com/spreadsheets/d/1tpHuvFPLuAMqJWJz2_MMVn99M18ov3oJDk11Q5EGwGQ/edit?gid=0#gid=0>,Slack #corp-ops-opsplan-all
<@U06BSN9CSSC> <@ULF077XT6> すみません、ちょっと体調不良なので念のため今日お休みしておこうかと思います。事務局定例スキップしてもらえればと。（大きな課題はない認識）,<@U06BSN9CSSC> <@ULF077XT6> すみません、ちょっと体調不良なので念のため今日お休みしておこうかと思います。事務局定例スキップしてもらえればと。（大きな課題はない認識）,Slack #corp-ops-opsplan-all
<!subteam^S07B1LXAWRY> こちらの売上関連細則の件、先週のDiv定例欠席のため口頭で確認できなかったんですが、特にコメント無しでしょうか？問題なさそうであれば変更進めたく。 ※Order Division側の確認は完了済,<!subteam^S07B1LXAWRY> こちらの売上関連細則の件、先週のDiv定例欠席のため口頭で確認できなかったんですが、特にコメント無しでしょうか？問題なさそうであれば変更進めたく。 ※Order Division側の確認は完了済,Slack #corp-ops-opsplan-all
<@UF7LFC47M> 明日の確認で大丈夫です。ジョブカンのオーナーがLegal Opsなので、フロー・フォームの変更管理をLegal Opsに移管できないか検討を進めています。以下のフォーム以外にBPMチームで管理しているフォームってあるでしょうか？  【2024/01/01～】SaaS売上関連稟議申請/ SaaS Sales-Related Bylaws <https://ssl.wf.jobcan.jp/#/request/new/454489/>  【2024/01/01~】SaaS売上関連稟議申請(新サービス・プラン・規定・規約関連) <https://ssl.wf.jobcan.jp/#/request/new/453189/>,<@UF7LFC47M> 明日の確認で大丈夫です。ジョブカンのオーナーがLegal Opsなので、フロー・フォームの変更管理をLegal Opsに移管できないか検討を進めています。以下のフォーム以外にBPMチームで管理しているフォームってあるでしょうか？  【2024/01/01～】SaaS売上関連稟議申請/ SaaS Sales-Related Bylaws <https://ssl.wf.jobcan.jp/#/request/new/454489/>  【2024/01/01~】SaaS売上関連稟議申請(新サービス・プラン・規定・規約関連) <https://ssl.wf.jobcan.jp/#/request/new/453189/>,Slack #corp-ops-opsplan-all
<@U02V1JJ4WKW> そういえば、支払い回数・支払いサイクルの標準化・価格転嫁や複数年ディスカウントは、事業部としては傑さんから起案されていたので、必要に応じてヒアリングしたり、会議にインバイトするようにしてもらえますか？,<@U02V1JJ4WKW> そういえば、支払い回数・支払いサイクルの標準化・価格転嫁や複数年ディスカウントは、事業部としては傑さんから起案されていたので、必要に応じてヒアリングしたり、会議にインバイトするようにしてもらえますか？,Slack #corp-ops-opsplan-all
<@UFV0JQ5N0> <@U02V1JJ4WKW> 2024/1の組織変更のタスク表ってあります？来期の組織変更へのタスク検討の参考にしたく。,<@UFV0JQ5N0> <@U02V1JJ4WKW> 2024/1の組織変更のタスク表ってあります？来期の組織変更へのタスク検討の参考にしたく。,Slack #corp-ops-opsplan-all
<!subteam^S07B1LXAWRY> スピーダ各プロダクトの英語名ってどこかにまとまってますか？,<!subteam^S07B1LXAWRY> スピーダ各プロダクトの英語名ってどこかにまとまってますか？,Slack #corp-ops-opsplan-all
<@UA0GF3ES3> スピーダ売上関連稟議申請のこちらの項目について、太田さんから以下の指摘をもらっています。 ```添付の「月額費用 Monthly Fee」のところ、ID単価を記載した申請と案件総額を記載した申請が混在している状況で（添付はID単価の申請例）、正しいのは総額の後者だと私は思っています。もしそうであれば、例えば「月額費用（総額）」みたいなカテゴリー名に変えるなどして混在しない状況を作って頂きたく。検討頂けると助かります``` 確かにわかりづらいので、「月額費用（総額）」という名称に変えようと思いますが、違和感ありますか？ただの決めの問題ですが、単価よりもMRRのほうが承認者としてはイメージしやすいので、総額のほうがいいかなと。,<@UA0GF3ES3> スピーダ売上関連稟議申請のこちらの項目について、太田さんから以下の指摘をもらっています。 ```添付の「月額費用 Monthly Fee」のところ、ID単価を記載した申請と案件総額を記載した申請が混在している状況で（添付はID単価の申請例）、正しいのは総額の後者だと私は思っています。もしそうであれば、例えば「月額費用（総額）」みたいなカテゴリー名に変えるなどして混在しない状況を作って頂きたく。検討頂けると助かります``` 確かにわかりづらいので、「月額費用（総額）」という名称に変えようと思いますが、違和感ありますか？ただの決めの問題ですが、単価よりもMRRのほうが承認者としてはイメージしやすいので、総額のほうがいいかなと。,Slack #corp-ops-opsplan-all
<@UFV0JQ5N0> <@UF7LFC47M> 僕のほうでアサイン漏れてたんですが、戦略テーマのうち「顧客完結型の販売プロセスの構築」についてマイルストン作成のオーナーを決めていなかったですね。どうしようかな,<@UFV0JQ5N0> <@UF7LFC47M> 僕のほうでアサイン漏れてたんですが、戦略テーマのうち「顧客完結型の販売プロセスの構築」についてマイルストン作成のオーナーを決めていなかったですね。どうしようかな,Slack #corp-ops-opsplan-all
<@UFV0JQ5N0> 売上関連稟議申請については無事InfraOpsチームで改修してもらうよう整理できました  <@UFV0JQ5N0> <@U02V1JJ4WKW> 売上関連細則を11/1付で変更するよう進めてます（もともとは10/1付を想定していたが、クミさんが来週から9末まで休むのと、経営会議等でも議論未済の状況なので、11/1付に変更） 変更内容に「SPコンサルの稟議の新設」も含めています。こちら、SPコンサルの業務プロセスやこれまでの会話内容もあると思うので、更新お願いしたいんですが可能でしょうか？ <https://docs.google.com/spreadsheets/d/15QIWcf8GIOep8JzyZLtrQl2jjtf8JgN66-1CfezxK6Y/edit?gid=556718577#gid=556718577>,<@UFV0JQ5N0> 売上関連稟議申請については無事InfraOpsチームで改修してもらうよう整理できました  <@UFV0JQ5N0> <@U02V1JJ4WKW> 売上関連細則を11/1付で変更するよう進めてます（もともとは10/1付を想定していたが、クミさんが来週から9末まで休むのと、経営会議等でも議論未済の状況なので、11/1付に変更） 変更内容に「SPコンサルの稟議の新設」も含めています。こちら、SPコンサルの業務プロセスやこれまでの会話内容もあると思うので、更新お願いしたいんですが可能でしょうか？ <https://docs.google.com/spreadsheets/d/15QIWcf8GIOep8JzyZLtrQl2jjtf8JgN66-1CfezxK6Y/edit?gid=556718577#gid=556718577>,Slack #corp-ops-opsplan-all
<@UFV0JQ5N0> <@UA0GF3ES3> すみません、ねじれ契約についてちょっと懺悔なんですが、「都度経営会議等にあげてCEO承認」というのはいったん無しでお願いできますか。すみませんが再アナウンスお願いしたく。  経緯として、パナソニックのEdge契約（ねじれ＋ディスカウント）の際に、<https://uzabase.slack.com/archives/C075T87AB63/p1720666350149059?thread_ts=1720603106.906659&amp;cid=C075T87AB63|佐久間さんと会話>して、「Domain経営会議で議論のうえ、Domain L＋管理部門承認にするのがいいのでは」という話をしていました。これが頭の中でスピーダ経営会議＋CEO承認、に切り替わってしまっていました（単純な記憶違い）  ただ、「Domain Lによる、事業戦略との合致の確認」「経営会議での協議」を明確に入れるかどうかは要議論なので、スピーダ経営会議でなるべく早く整理します。,<@UFV0JQ5N0> <@UA0GF3ES3> すみません、ねじれ契約についてちょっと懺悔なんですが、「都度経営会議等にあげてCEO承認」というのはいったん無しでお願いできますか。すみませんが再アナウンスお願いしたく。  経緯として、パナソニックのEdge契約（ねじれ＋ディスカウント）の際に、<https://uzabase.slack.com/archives/C075T87AB63/p1720666350149059?thread_ts=1720603106.906659&amp;cid=C075T87AB63|佐久間さんと会話>して、「Domain経営会議で議論のうえ、Domain L＋管理部門承認にするのがいいのでは」という話をしていました。これが頭の中でスピーダ経営会議＋CEO承認、に切り替わってしまっていました（単純な記憶違い）  ただ、「Domain Lによる、事業戦略との合致の確認」「経営会議での協議」を明確に入れるかどうかは要議論なので、スピーダ経営会議でなるべく早く整理します。,Slack #corp-ops-opsplan-all
ちなみに念のためなんですが、ねじれ契約に対する基本スタンスは「原則NG」から変わってはいない認識です。  なのでOps Divとしても、業務が非効率になるのであれば、事業インパクトが相当大きくない限りは承認しない方針で考えています。,ちなみに念のためなんですが、ねじれ契約に対する基本スタンスは「原則NG」から変わってはいない認識です。  なのでOps Divとしても、業務が非効率になるのであれば、事業インパクトが相当大きくない限りは承認しない方針で考えています。,Slack #corp-ops-opsplan-all
「ねじれ」で検索したらCPTのさやかさんがこちらの投稿をしていた。*「誓約書を提出できない場合には「SaaS CEO、Partnership責任者、SaaS CLOによる判断」*となっているようだけど、これ全く聞いていないし、売上関連細則にも反映されていないから完全に形骸化しているのでは。（誰が悪いとか言う意図はないけど、なぜこうなっている、、、） <https://uzabase.slack.com/archives/C05HXJ62QTD/p1726648236843409?thread_ts=1726642426.837849&cid=C05HXJ62QTD|https://uzabase.slack.com/archives/C05HXJ62QTD/p1726648236843409?thread_ts=1726642426.837849&cid=C05HXJ62QTD>,「ねじれ」で検索したらCPTのさやかさんがこちらの投稿をしていた。*「誓約書を提出できない場合には「SaaS CEO、Partnership責任者、SaaS CLOによる判断」*となっているようだけど、これ全く聞いていないし、売上関連細則にも反映されていないから完全に形骸化しているのでは。（誰が悪いとか言う意図はないけど、なぜこうなっている、、、） <https://uzabase.slack.com/archives/C05HXJ62QTD/p1726648236843409?thread_ts=1726642426.837849&cid=C05HXJ62QTD|https://uzabase.slack.com/archives/C05HXJ62QTD/p1726648236843409?thread_ts=1726642426.837849&cid=C05HXJ62QTD>,Slack #corp-ops-opsplan-all
<!subteam^S07B1LXAWRY> 共有なんですが、4Qの案件優先順位について、今週の経営会議では時間取れず来週に決めることになりました。  ただ小規模案件についてはそもそも優先順位会議の対象外なので、Planning DBへの登録を進めようと思います。明日の定例で分担を決めましょうか,<!subteam^S07B1LXAWRY> 共有なんですが、4Qの案件優先順位について、今週の経営会議では時間取れず来週に決めることになりました。  ただ小規模案件についてはそもそも優先順位会議の対象外なので、Planning DBへの登録を進めようと思います。明日の定例で分担を決めましょうか,Slack #corp-ops-opsplan-all
<@UFV0JQ5N0> <@UF7LFC47M> 4Qからプロジェクトや案件に基本的に入らないようにする代わりに、PJのモニタリングを行うようにしますね。いまはDiv定例で最低限のチェックだけしかしていませんが、別途PJ状況をモニタリングする構造をつくろうかと思います。,<@UFV0JQ5N0> <@UF7LFC47M> 4Qからプロジェクトや案件に基本的に入らないようにする代わりに、PJのモニタリングを行うようにしますね。いまはDiv定例で最低限のチェックだけしかしていませんが、別途PJ状況をモニタリングする構造をつくろうかと思います。,Slack #corp-ops-opsplan-all
<!subteam^S07B1LXAWRY> 先ほど依頼しそびれたんですが、来週で3Qがほぼ終わるので、来週のDiv定例では3Q OKRの進捗共有を行いたいと思います。各チームのOKR進捗を更新しておいていただければと。,<!subteam^S07B1LXAWRY> 先ほど依頼しそびれたんですが、来週で3Qがほぼ終わるので、来週のDiv定例では3Q OKRの進捗共有を行いたいと思います。各チームのOKR進捗を更新しておいていただければと。,Slack #corp-ops-opsplan-all
<@U022F1RAA49> 来週のレクチャータイムですが、今日話せなかった新料金表フォーマットの話を僕からするので、ヒデさんと僕の番をスイッチしましょうか。 （ヒデさんは10/4担当）,<@U022F1RAA49> 来週のレクチャータイムですが、今日話せなかった新料金表フォーマットの話を僕からするので、ヒデさんと僕の番をスイッチしましょうか。 （ヒデさんは10/4担当）,Slack #corp-ops-opsplan-all
<@U02V1JJ4WKW> あ、INITIAL価格改定はCFCD/LENDだけでなくIPRDも影響ありますね。  価格改定しようとしていること自体はスピーダ経営会議でも一言共有済みなので、チャネルに各Domainリーダーをインバイトして合意形成進めればよいかなと。,<@U02V1JJ4WKW> あ、INITIAL価格改定はCFCD/LENDだけでなくIPRDも影響ありますね。  価格改定しようとしていること自体はスピーダ経営会議でも一言共有済みなので、チャネルに各Domainリーダーをインバイトして合意形成進めればよいかなと。,Slack #corp-ops-opsplan-all
<@UFV0JQ5N0> 営業リサーチの経営会議用資料ですが、こちらの経営会議資料DB（Opsから起案する資料の置き場）に移しておいてもらえますか。 <https://www.notion.so/uzabase/8b815a33dd8a4f7c9cbbb858877fbe15?v=eeee13148ad84a029a045b4710366210>,<@UFV0JQ5N0> 営業リサーチの経営会議用資料ですが、こちらの経営会議資料DB（Opsから起案する資料の置き場）に移しておいてもらえますか。 <https://www.notion.so/uzabase/8b815a33dd8a4f7c9cbbb858877fbe15?v=eeee13148ad84a029a045b4710366210>,Slack #corp-ops-opsplan-all
<@U02V1JJ4WKW> 契約項目の共通化なんですが、今日の定例でも話した「なるべくリリースは小さくする」という考え方のとおり、PJとしてなるべく小さくしましょう。  いま来年までのマイルストンを引いていると思うんですが、4Q PJの「契約項目の共通化」としては、あくまで2024Q4-2025Q1でリリースできるところまでをスコープにして進める感じ。念のための共有です。,<@U02V1JJ4WKW> 契約項目の共通化なんですが、今日の定例でも話した「なるべくリリースは小さくする」という考え方のとおり、PJとしてなるべく小さくしましょう。  いま来年までのマイルストンを引いていると思うんですが、4Q PJの「契約項目の共通化」としては、あくまで2024Q4-2025Q1でリリースできるところまでをスコープにして進める感じ。念のための共有です。,Slack #corp-ops-opsplan-all
<@U022F1RAA49> <@U02V1JJ4WKW> AKICHI来れそう？,<@U022F1RAA49> <@U02V1JJ4WKW> AKICHI来れそう？,Slack #corp-ops-opsplan-all
<@UKPC4V2FM> NP購買管理規定の変更申請なんですが、「規定管理規定」ではなく「規程管理規程」じゃなかったでしょうか？規定 → 規程,<@UKPC4V2FM> NP購買管理規定の変更申請なんですが、「規定管理規定」ではなく「規程管理規程」じゃなかったでしょうか？規定 → 規程,Slack #corp-ops-opsplan-all
<@UFV0JQ5N0> 「<https://www.notion.so/uzabase/fa3727941be84f1d94db91410adde914?pvs=4|営業リサーチ/顧客企業分析/顧客企業データハブの契約プラン見直し>」について、翔陽さんから「瀬木さんを巻き込んでほしい」とリクエストをもらいました。 今週金曜の取締役会で佐久間さんから方針提案する予定ですが、その後に瀬木さんを巻き込んでPJを進められればと。（PJメンバー案に入れておいてほしい）,<@UFV0JQ5N0> 「<https://www.notion.so/uzabase/fa3727941be84f1d94db91410adde914?pvs=4|営業リサーチ/顧客企業分析/顧客企業データハブの契約プラン見直し>」について、翔陽さんから「瀬木さんを巻き込んでほしい」とリクエストをもらいました。 今週金曜の取締役会で佐久間さんから方針提案する予定ですが、その後に瀬木さんを巻き込んでPJを進められればと。（PJメンバー案に入れておいてほしい）,Slack #corp-ops-opsplan-all
<!subteam^S07B1LXAWRY> スピーダ経営会議で4Q対応案件を合意しました。特に1週間ほど前の案から変更なしです。 <https://www.notion.so/uzabase/24-4Q-24baf2e1a773435eb86944c7b645d432>  <@UFV0JQ5N0> Ops PJ DBに登録しておくので、PJリード等設定しておいてもらえますか？（いったんブランクで登録しておきます）,<!subteam^S07B1LXAWRY> スピーダ経営会議で4Q対応案件を合意しました。特に1週間ほど前の案から変更なしです。 <https://www.notion.so/uzabase/24-4Q-24baf2e1a773435eb86944c7b645d432>  <@UFV0JQ5N0> Ops PJ DBに登録しておくので、PJリード等設定しておいてもらえますか？（いったんブランクで登録しておきます）,Slack #corp-ops-opsplan-all
<@U02V1JJ4WKW> <@UFV0JQ5N0> 旧プランの価格改定（CFCD案件）ってえいぶ君担当の小規模案件にしましたっけ。先ほど佐久間さんと少しはなしたんですが、「旧プランの価格改定はしない方針にしたい」とコメントもらいました（そうなる気はしていた）。  意図は以下 • 旧プランはMAUプランに移行したい • まだ構想中だが、Chrome Extensionでユーザー数を増やしたい • ブラウザ上で企業情報が自動的に表示されるなど。 • そうすることでMAUが増え、旧プランよりも高額になる 一方、CFCDの大沢君から共有してもらっているCFCDの＜商品ポートフォリオ＞は以下 • スピーダ経済情報リサーチ（＋スピーダエキスパートリサーチ）→旧プラン、NPありPID、NPなしPID、新SPEEDAが混在している • スピーダスタートアップ情報リサーチ • スピーダイノベーション情報リサーチ • NewsPicks法人プレミアム • SPINER • スピーダチームス • [ProSPINER（仮）] CFCDのポートフォリオに、旧プランがある一方でMAUプランが組み込まれていないことがずれの要因なので、「旧プランの価格改定」をすぐに進めるのではなくて、まず「旧プランからMAUプランへの移行の課題解決」を進めましょうか。,<@U02V1JJ4WKW> <@UFV0JQ5N0> 旧プランの価格改定（CFCD案件）ってえいぶ君担当の小規模案件にしましたっけ。先ほど佐久間さんと少しはなしたんですが、「旧プランの価格改定はしない方針にしたい」とコメントもらいました（そうなる気はしていた）。  意図は以下 • 旧プランはMAUプランに移行したい • まだ構想中だが、Chrome Extensionでユーザー数を増やしたい • ブラウザ上で企業情報が自動的に表示されるなど。 • そうすることでMAUが増え、旧プランよりも高額になる 一方、CFCDの大沢君から共有してもらっているCFCDの＜商品ポートフォリオ＞は以下 • スピーダ経済情報リサーチ（＋スピーダエキスパートリサーチ）→旧プラン、NPありPID、NPなしPID、新SPEEDAが混在している • スピーダスタートアップ情報リサーチ • スピーダイノベーション情報リサーチ • NewsPicks法人プレミアム • SPINER • スピーダチームス • [ProSPINER（仮）] CFCDのポートフォリオに、旧プランがある一方でMAUプランが組み込まれていないことがずれの要因なので、「旧プランの価格改定」をすぐに進めるのではなくて、まず「旧プランからMAUプランへの移行の課題解決」を進めましょうか。,Slack #corp-ops-opsplan-all
<@U022F1RAA49> <@U0674CWD740> ちょっと教えてください。アジア・USでねじれ契約ってOpsとして許容してますか？原則NGなのか、原則NGだが何かしら条件を満たす場合に許容しているのか、AsIsの対応内容を知りたく。,<@U022F1RAA49> <@U0674CWD740> ちょっと教えてください。アジア・USでねじれ契約ってOpsとして許容してますか？原則NGなのか、原則NGだが何かしら条件を満たす場合に許容しているのか、AsIsの対応内容を知りたく。,Slack #corp-ops-opsplan-all
<!subteam^S07B1LXAWRY> 誰かプライシングをがっつり学んで実践したいひといませんか？  いま各案件でそれぞれ浅めにプライシングを進めていまっている感覚があるんですが、このままだと知見がなかなか深まらないので、ある程度集約して、もう1段階専門性を高めたく。,<!subteam^S07B1LXAWRY> 誰かプライシングをがっつり学んで実践したいひといませんか？  いま各案件でそれぞれ浅めにプライシングを進めていまっている感覚があるんですが、このままだと知見がなかなか深まらないので、ある程度集約して、もう1段階専門性を高めたく。,Slack #corp-ops-opsplan-all
<!subteam^S07B1LXAWRY> 小規模案件のDBですが、ステータスを見直そうと思います。具体的には「ヒアリング中」「ヒアリング完了」「工数見積もり完了」「小規模 or PJの振り分け済」というステータスを無しにします。昼頃に対応しますね。  変更理由 • 細かくヒアリングするのは、対応時期が到来して実際に対応着手してからになるケースがほとんど • 新規案件が入る入り口となるDBだが、ほとんどが小規模案件小規模案件なので、工数見積もり不要とする • これらの対応で、管理が簡素化される,<!subteam^S07B1LXAWRY> 小規模案件のDBですが、ステータスを見直そうと思います。具体的には「ヒアリング中」「ヒアリング完了」「工数見積もり完了」「小規模 or PJの振り分け済」というステータスを無しにします。昼頃に対応しますね。  変更理由 • 細かくヒアリングするのは、対応時期が到来して実際に対応着手してからになるケースがほとんど • 新規案件が入る入り口となるDBだが、ほとんどが小規模案件小規模案件なので、工数見積もり不要とする • これらの対応で、管理が簡素化される,Slack #corp-ops-opsplan-all
<@U02V1JJ4WKW> <https://www.notion.so/uzabase/10b58a33603581af8d73d81001ef142b?pvs=4|契約項目の共通化（スピーダ）のOps PJページ>を作ったんですが、たぶんすでにどこかにPJ用のページ作ってますよね。移行するので、共有してもらえますか？,<@U02V1JJ4WKW> <https://www.notion.so/uzabase/10b58a33603581af8d73d81001ef142b?pvs=4|契約項目の共通化（スピーダ）のOps PJページ>を作ったんですが、たぶんすでにどこかにPJ用のページ作ってますよね。移行するので、共有してもらえますか？,Slack #corp-ops-opsplan-all
<@UFV0JQ5N0> CFCD差し込み案件のうち、「既存顧客からユーザーを追加いただける場合の初期費用を設定したい」について、スピーダSalesforcenに来年載せる前提であればOpsPlan的には小規模案件になるので、Q4の小規模案件に入れて12月頃から検討開始できればと考えているんですが、認識齟齬ありませんか？,<@UFV0JQ5N0> CFCD差し込み案件のうち、「既存顧客からユーザーを追加いただける場合の初期費用を設定したい」について、スピーダSalesforcenに来年載せる前提であればOpsPlan的には小規模案件になるので、Q4の小規模案件に入れて12月頃から検討開始できればと考えているんですが、認識齟齬ありませんか？,Slack #corp-ops-opsplan-all
